IndicatorName,IndicatorDataElement,DataModelId,GlobalId,DataWarehouseLocations
Gateway Course Completion,Adult Education -> AE Student -> Status -> Dislocated Worker Status,71280,000776,
Gateway Course Completion,Postsecondary -> Course Section -> Course Credit Level Type,73101,001304,RDS.DimPsCourseStatuses.CourseCreditLevelTypeCode; RDS.DimPsCourseStatuses.CourseCreditLevelTypeDescription
Gateway Course Completion,Postsecondary -> PS Student -> Academic Record -> Number of Credits Earned,75646,000200,
Postsecondary persistence,Postsecondary -> PS Student -> Demographic -> Cohort Graduation Year,73677,000584,
Transfer,Postsecondary -> PS Student -> Institution Enrollment -> Enrollment in Postsecondary Award Type,70795,000361,
Transfer,Postsecondary -> PS Student -> Institution Enrollment -> Transfer-ready,70792,000296,
Enrollment in graduate education,Postsecondary -> PS Student -> Academic Record -> Academic Award Date,70725,000001,RDS.FactPsStudentAcademicAwards.AcademicAwardDateId; RDS.ReportPsAttainment.AcademicAwardYear
Enrollment in graduate education,Postsecondary -> PS Student -> Academic Record -> Academic Award Level Conferred,73939,000002,
Enrollment in graduate education,Postsecondary -> PS Student -> Institution Enrollment -> Student Level,70788,000272,
Access to quality public pre-k,Early Learning -> Early Learning Organization -> QRIS Rating -> Quality Rating and Improvement System Expiration Date,72287,000831,
Access to quality public pre-k,Early Learning -> Early Learning Organization -> QRIS Rating -> Quality Rating and Improvement System Participation,70719,000357,
Access to quality public pre-k,Early Learning -> Early Learning Organization -> QRIS Rating -> Quality Rating and Improvement System Score,70720,000358,
Access to quality public pre-k,Early Learning -> Early Learning Organization -> Quality -> Quality Initiative Minimum Score,73368,001461,
Access to full-day pre-K,Early Learning -> Early Learning Organization -> Directory -> Days Available Per Week,70717,000355,
Access to full-day pre-K,Early Learning -> Early Learning Organization -> Directory -> Hours Available Per Day,70716,000354,
School and Family Engagement - K12,Assessments -> Assessment Administration -> Assessment Administration Code,72849,000961,RDS.DimAssessmentAdministrations.AssessmentAdministrationCode
School and Family Engagement - K12,Assessments -> Assessment Result -> Assessment Result Score Type,73822,001547,
School and Family Engagement - K12,Early Learning -> Early Learning Family -> Identification -> Family Identifier,72224,000787,
School and Family Engagement - K12,K12 -> Parent/Guardian -> Identity -> Person Identification System,74388,001571,
School and Family Engagement - K12,K12 -> Parent/Guardian -> Identity -> Person Identifier,74387,001572,RDS.DimPeople.WorkforceProgramParticipantPersonIdentifierState; RDS.DimPeople.PersonIdentifierDriversLicense
School and Family Engagement - K12,K12 -> Parent/Guardian -> Relationship -> Person Relationship Type,71249,000425,
Equitable Discipline Practices,K12 -> K12 Student -> Economically Disadvantaged -> Economic Disadvantage Status,71741,000086,RDS.DimAeDemographics.EconomicDisadvantageStatusCode; RDS.DimAeDemographics.EconomicDisadvantageStatusDescription; RDS.DimEconomicallyDisadvantagedStatuses.EconomicDisadvantageStatusCode; RDS.DimEconomicallyDisadvantagedStatuses.EconomicDisadvantageStatusDescription; RDS.DimEconomicallyDisadvantagedStatuses.EconomicDisadvantageStatusEdFactsCode; RDS.ReportEDFactsK12StudentAssessments.ECONOMICDISADVANTAGESTATUS; RDS.ReportEDFactsK12StudentCounts.ECONOMICDISADVANTAGESTATUS; RDS.ReportEDFactsK12StudentDisciplines.ECONOMICDISADVANTAGESTATUS; RDS.ReportK12PsProgramEffectiveness.EconomicDisadvantageStatus; RDS.ReportPsAttainment.EconomicDisadvantageStatus
Access to full-day kindergarten,K12 -> K12 School -> Directory -> Grades Offered,70822,000131,
Access to full-day kindergarten,K12 -> K12 School -> Directory -> Operational Status Effective Date,70869,000534,RDS.DimIeus.OperationalStatusEffectiveDate; RDS.DimLeas.OperationalStatusEffectiveDate; RDS.DimPsInstitutions.OperationalStatusEffectiveDate
Access to full-day kindergarten,K12 -> K12 School -> Directory -> School Operational Status,70868,000533,RDS.DimK12Schools.SchoolOperationalStatus; RDS.DimK12Schools.SchoolOperationalStatusEdFactsCode; RDS.DimK12Schools.SchoolOperationalStatusEffectiveDate
Access to full-day kindergarten,K12 -> K12 School -> Session -> Minutes Per Day,70866,000500,
Access to full-day kindergarten,K12 -> LEA -> Directory -> Local Education Agency Operational Status,70898,000174,RDS.DimLeas.LeaOperationalStatus; RDS.DimLeas.LeaOperationalStatusEdFactsCode
Access to full-day kindergarten,K12 -> LEA -> Programs and Services -> Frequency of Service,75926,001356,
Access to full-day kindergarten,K12 -> LEA -> Programs and Services -> Kindergarten Daily Length,70948,000491,
English Learner Progress,K12 -> K12 Student -> English Learner -> Title III Accountability Progress Status,71865,000536,RDS.DimTitleIIIStatuses.TitleIIIAccountabilityProgressStatusCode; RDS.DimTitleIIIStatuses.TitleIIIAccountabilityProgressStatusDescription; RDS.DimTitleIIIStatuses.TitleIIIAccountabilityProgressStatusEdFactsCode; RDS.ReportEDFactsK12StaffCounts.TITLEIIIACCOUNTABILITYPROGRESSSTATUS; RDS.ReportEDFactsK12StudentAssessments.TITLEIIIACCOUNTABILITYPROGRESSSTATUS; RDS.ReportEDFactsK12StudentCounts.TITLEIIIACCOUNTABILITYPROGRESSSTATUS
Teacher Credentials - Pre-K,Early Learning -> Early Learning Class/Group -> Staff -> Assignment End Date,75766,000527,
Teacher Credentials - Pre-K,Early Learning -> Early Learning Class/Group -> Staff -> Assignment Start Date,75767,000526,
Teacher Credentials - Pre-K,Early Learning -> Early Learning Staff -> Assignment -> Classroom Position Type,75832,000622,
Teacher Credentials - Pre-K,Early Learning -> Early Learning Staff -> Credential or License -> Credential Expiration Date,72251,000069,
Teacher Credentials - Pre-K,Early Learning -> Early Learning Staff -> Credential or License -> Early Childhood Credential,70700,000345,
Teacher Credentials - Pre-K,Early Learning -> Early Learning Staff -> Education -> Degree or Certificate Conferring Date,70699,000344,
Teacher Credentials - Pre-K,Early Learning -> Early Learning Staff -> Education -> Degree or Certificate Type,70698,000343,
Teacher Credentials - Pre-K,Early Learning -> Early Learning Staff -> Employment -> K12 Staff Classification,75860,000087,RDS.DimK12StaffCategories.K12StaffClassificationCode; RDS.DimK12StaffCategories.K12StaffClassificationDescription; RDS.DimK12StaffCategories.K12StaffClassificationEdFactsCode; RDS.ReportEDFactsK12StaffCounts.K12STAFFCLASSIFICATION
Teacher Credentials - Pre-K,Early Learning -> Early Learning Staff -> Identity -> Staff Member Identification System,72248,001074,
Teacher Credentials - Pre-K,Early Learning -> Early Learning Staff -> Identity -> Staff Member Identifier,72247,001070,RDS.DimPeople.ELStaffStaffMemberIdentifierState; RDS.DimPeople.K12StaffStaffMemberIdentifierState; RDS.DimPeople.K12StaffStaffMemberIdentifierDistrict; RDS.DimPeople.PsStaffStaffMemberIdentifierState
Teacher Credentials - Pre-K,Early Learning -> Early Learning Staff -> Professional Development Activity -> Professional Development Activity Education Levels Addressed,73062,001279,
Teacher Retention - PreK - Percentage of teachers who return to teaching in the same school from year to year,Early Learning -> Early Learning Staff -> Assignment -> Teaching Assignment End Date,75844,000646,
Teacher Retention - PreK - Percentage of teachers who return to teaching in the same school from year to year,Early Learning -> Early Learning Staff -> Assignment -> Teaching Assignment Start Date,75845,000645,
Teacher Retention - K12,K12 -> K12 Staff -> Employment -> Employment Status,71124,000347,
Effective Program and School Leadership,K12 -> K12 Staff -> Professional Development -> Staff Evaluation Outcome,71081,000102,
Effective Program and School Leadership,K12 -> K12 Staff -> Professional Development -> Staff Evaluation Part Name,75542,001985,
Effective Program and School Leadership,K12 -> K12 Staff -> Professional Development -> Staff Evaluation Part Scale,75543,001987,
Effective Program and School Leadership,K12 -> K12 Staff -> Professional Development -> Staff Evaluation System,71084,000105,
Effective Program and School Leadership,Postsecondary -> PS Institution -> Program -> Postsecondary Program Level,74092,001616,
Effective Program and School Leadership,Postsecondary -> PS Staff -> Employment -> IPEDS Occupational Category,72156,000731,
Access to early college coursework,Assessments -> Assessment Session -> Assessment Session Actual End Date Time,71461,001022,
Access to early college coursework,Assessments -> Assessment Session -> Assessment Session Actual Start Date Time,71459,001021,
Access to early college coursework,K12 -> K12 Course -> Course Subject Abbreviation,75531,000066,
Equitable placement in rigorous coursework,K12 -> Course Section -> Enrollment -> Course Section Enrollment Status Type,71428,000976,
Equitable placement in rigorous coursework,K12 -> K12 Student -> Enrollment -> Gifted and Talented Indicator,71756,000122,
Expenditures Per Student - Pre-K,Early Learning -> Early Learning Organization -> Finance -> Financial Account Category,75792,001345,RDS.DimFederalFinancialAccountClassifications.FinancialAccountCategoryCode; RDS.DimFederalFinancialAccountClassifications.FinancialAccountCategoryDescription; RDS.DimLeaFinancialAccountClassifications.FinancialAccountCategoryCode; RDS.DimLeaFinancialAccountClassifications.FinancialAccountCategoryDescription; RDS.DimSeaFinancialAccountClassifications.FinancialAccountCategoryCode; RDS.DimSeaFinancialAccountClassifications.FinancialAccountCategoryDescription
Expenditures Per Student - Pre-K,Early Learning -> Early Learning Organization -> Finance -> Financial Accounting Period Actual Value,75803,001350,RDS.FactK12FinancialAccountBudgets.FinancialAccountingPeriodActualValue
Expenditures Per Student - Pre-K,Early Learning -> Early Learning Organization -> Finance -> Financial Expenditure Level of Instruction Code,75807,001555,RDS.DimFederalFinancialExpenditureClassifications.FinancialExpenditureLevelOfInstructionCodeCode; RDS.DimFederalFinancialExpenditureClassifications.FinancialExpenditureLevelOfInstructionCodeDescription; RDS.DimLeaFinancialExpenditureClassifications.FinancialExpenditureLocalLevelOfInstructionCodeCode; RDS.DimLeaFinancialExpenditureClassifications.FinancialExpenditureLocalLevelOfInstructionCodeDescription; RDS.DimSeaFinancialExpenditureClassifications.FinancialExpenditureLocalLevelOfInstructionCodeCode; RDS.DimSeaFinancialExpenditureClassifications.FinancialExpenditureLocalLevelOfInstructionCodeDescription
Expenditures Per Student - Pre-K,Early Learning -> Early Learning Organization -> Finance -> Financial Expenditure Project Reporting Code,75809,001556,RDS.DimFederalFinancialExpenditureClassifications.FinancialExpenditureProjectReportingCodeCode; RDS.DimFederalFinancialExpenditureClassifications.FinancialExpenditureProjectReportingCodeDescription; RDS.DimLeaFinancialExpenditureClassifications.FinancialExpenditureProjectReportingCodeCode; RDS.DimLeaFinancialExpenditureClassifications.FinancialExpenditureProjectReportingCodeDescription; RDS.DimSeaFinancialExpenditureClassifications.FinancialExpenditureProjectReportingCodeCode; RDS.DimSeaFinancialExpenditureClassifications.FinancialExpenditureProjectReportingCodeDescription
Expenditures Per Student - Pre-K,Early Learning -> Early Learning Organization -> Finance -> Fiscal Period Begin Date,75810,001642,RDS.DimFiscalPeriods.FiscalPeriodBeginDate; RDS.DimFiscalYears.FiscalPeriodBeginDate
Expenditures Per Student - Pre-K,Early Learning -> Early Learning Organization -> Finance -> Fiscal Period End Date,75811,001643,RDS.DimFiscalPeriods.FiscalPeriodEndDate; RDS.DimFiscalYears.FiscalPeriodEndDate
