schema_name,table_name,column_name,column_data_type,full_data_type,CEDS_GlobalId,CEDS_Element
RDS,DimSeaFinancialAccountBalances,FinancialAccountLocalBalanceSheetCodeDescription,nvarchar,nvarchar(300),002007,Financial Account Local Balance Sheet Code
RDS,DimSeaFinancialAccountClassifications,DimSeaFinancialAccountClassificationId,int,int,NULL,NULL
RDS,DimSeaFinancialAccountClassifications,FinancialAccountCodingSystemOrganizationTypeCode,nvarchar,nvarchar(100),002011,Financial Account Coding System Organization Type
RDS,DimSeaFinancialAccountClassifications,FinancialAccountCodingSystemOrganizationTypeDescription,nvarchar,nvarchar(300),002011,Financial Account Coding System Organization Type
RDS,DimSeaFinancialAccountClassifications,FinancialAccountCategoryCode,nvarchar,nvarchar(100),001345,Financial Account Category
RDS,DimSeaFinancialAccountClassifications,FinancialAccountCategoryDescription,nvarchar,nvarchar(300),001345,Financial Account Category
RDS,DimSeaFinancialAccountClassifications,FinancialAccountLocalProgramCodeCode,nvarchar,nvarchar(100),002009,Financial Account Local Program Code
RDS,DimSeaFinancialAccountClassifications,FinancialAccountLocalProgramCodeDescription,nvarchar,nvarchar(300),002009,Financial Account Local Program Code
RDS,DimSeaFinancialAccountClassifications,FinancialAccountLocalFundClassificationCode,nvarchar,nvarchar(100),002008,Financial Account Local Fund Classification
RDS,DimSeaFinancialAccountClassifications,FinancialAccountLocalFundClassificationDescription,nvarchar,nvarchar(300),002008,Financial Account Local Fund Classification
RDS,DimSeaFinancialExpenditureClassifications,DimSeaFinancialExpenditureClassificationId,int,int,NULL,NULL
RDS,DimSeaFinancialExpenditureClassifications,FinancialAccountCodingSystemOrganizationTypeCode,nvarchar,nvarchar(100),002011,Financial Account Coding System Organization Type
RDS,DimSeaFinancialExpenditureClassifications,FinancialAccountCodingSystemOrganizationTypeDescription,nvarchar,nvarchar(300),002011,Financial Account Coding System Organization Type
RDS,DimSeaFinancialExpenditureClassifications,FinancialExpenditureLocalFunctionCodeCode,nvarchar,nvarchar(100),002004,Financial Expenditure Local Function Code
RDS,DimSeaFinancialExpenditureClassifications,FinancialExpenditureLocalFunctionCodeDescription,nvarchar,nvarchar(300),002004,Financial Expenditure Local Function Code
RDS,DimSeaFinancialExpenditureClassifications,FinancialExpenditureLocalObjectCodeCode,nvarchar,nvarchar(100),002005,Financial Expenditure Local Object Code
RDS,DimSeaFinancialExpenditureClassifications,FinancialExpenditureLocalObjectCodeDescription,nvarchar,nvarchar(300),002005,Financial Expenditure Local Object Code
RDS,DimSeaFinancialExpenditureClassifications,FinancialExpenditureLocalLevelOfInstructionCodeCode,nvarchar,nvarchar(100),001555,Financial Expenditure Local Level of Instruction Code
RDS,DimSeaFinancialExpenditureClassifications,FinancialExpenditureLocalLevelOfInstructionCodeDescription,nvarchar,nvarchar(300),001555,Financial Expenditure Local Level of Instruction Code
RDS,DimSeaFinancialExpenditureClassifications,FinancialExpenditureProjectReportingCodeCode,nvarchar,nvarchar(100),001556,Financial Expenditure Project Reporting Code
RDS,DimSeaFinancialExpenditureClassifications,FinancialExpenditureProjectReportingCodeDescription,nvarchar,nvarchar(300),001556,Financial Expenditure Project Reporting Code
RDS,DimSeaFinancialRevenueClassifications,DimSeaFinancialRevenueClassificationId,int,int,NULL,NULL
RDS,DimSeaFinancialRevenueClassifications,FinancialAccountCodingSystemOrganizationTypeCode,nvarchar,nvarchar(100),002011,Financial Account Coding System Organization Type
RDS,DimSeaFinancialRevenueClassifications,FinancialAccountCodingSystemOrganizationTypeDescription,nvarchar,nvarchar(300),002011,Financial Account Coding System Organization Type
RDS,DimSeaFinancialRevenueClassifications,FinancialAccountLocalRevenueCodeCode,nvarchar,nvarchar(100),002003,Financial Account Local Revenue Code
RDS,DimSeaFinancialRevenueClassifications,FinancialAccountLocalRevenueCodeDescription,nvarchar,nvarchar(300),002003,Financial Account Local Revenue Code
RDS,DimSeas,DimSeaId,int,int,NULL,NULL
RDS,DimSeas,SeaOrganizationName,nvarchar,nvarchar(2000),000204,Organization Name
RDS,DimSeas,SeaOrganizationIdentifierSea,nvarchar,nvarchar(100),001490,State Agency Identifier
RDS,DimSeas,StateAnsiCode,nvarchar,nvarchar(20),000424,State ANSI Code
RDS,DimSeas,StateAbbreviationCode,nvarchar,nvarchar(20),000267,State Abbreviation
RDS,DimSeas,StateAbbreviationDescription,nvarchar,nvarchar(2000),000267,State Abbreviation
RDS,DimSeas,MailingAddressCity,nvarchar,nvarchar(60),000040,Address City
RDS,DimSeas,MailingAddressPostalCode,nvarchar,nvarchar(34),000214,Address Postal Code
RDS,DimSeas,MailingAddressStateAbbreviation,nvarchar,nvarchar(100),000267,State Abbreviation
RDS,DimSeas,MailingAddressStreetNumberAndName,nvarchar,nvarchar(80),000269,Address Street Number and Name
RDS,DimSeas,PhysicalAddressCity,nvarchar,nvarchar(60),000040,Address City
RDS,DimSeas,PhysicalAddressPostalCode,nvarchar,nvarchar(34),000214,Address Postal Code
RDS,DimSeas,PhysicalAddressStateAbbreviation,nvarchar,nvarchar(100),000267,State Abbreviation
RDS,DimSeas,PhysicalAddressStreetNumberAndName,nvarchar,nvarchar(80),000269,Address Street Number and Name
RDS,DimSeas,TelephoneNumber,nvarchar,nvarchar(48),000279,Telephone Number
RDS,DimSeas,WebSiteAddress,nvarchar,nvarchar(600),000704,Web Site Address
RDS,DimSeas,RecordStartDateTime,datetime,datetime,001917,Record Start Date Time
RDS,DimSeas,RecordEndDateTime,datetime,datetime,001918,Record End Date Time
RDS,DimSeas,MailingAddressApartmentRoomOrSuiteNumber,varchar,varchar(40),000019,Address Apartment Room or Suite Number
RDS,DimSeas,PhysicalAddressApartmentRoomOrSuiteNumber,varchar,varchar(40),000019,Address Apartment Room or Suite Number
RDS,DimSeas,MailingAddressCountyAnsiCodeCode,char,char(5),001209,County ANSI Code
RDS,DimSeas,PhysicalAddressCountyAnsiCodeCode,char,char(5),001209,County ANSI Code
RDS,DimStandardOccupationalClassifications,DimStandardOccupationalClassificationId,int,int,NULL,NULL
RDS,DimStandardOccupationalClassifications,StandardOccupationalClassificationCode,nvarchar,nvarchar(200),000730,Standard Occupational Classification
RDS,DimStandardOccupationalClassifications,StandardOccupationalClassificationDescription,nvarchar,nvarchar(8000),000730,Standard Occupational Classification
RDS,DimStateDefinedCustomIndicators,DimStateDefinedCustomIndicatorId,int,int,NULL,NULL
RDS,DimStateDefinedCustomIndicators,StateDefinedCustomIndicatorCode,nvarchar,nvarchar(100),NULL,NULL
RDS,DimStateDefinedCustomIndicators,StateDefinedCustomIndicatorDescription,nvarchar,nvarchar(400),NULL,NULL
RDS,DimStateDefinedStatuses,DimStateDefinedStatusId,int,int,NULL,NULL
RDS,DimStateDefinedStatuses,StateDefinedStatusCode,nvarchar,nvarchar(100),NULL,NULL
RDS,DimStateDefinedStatuses,StateDefinedStatusDescription,nvarchar,nvarchar(400),NULL,NULL
RDS,DimSubgroups,DimSubgroupId,int,int,NULL,NULL
RDS,DimSubgroups,SubgroupElementName,varchar,varchar(50),NULL,NULL
RDS,DimSubgroups,SubgroupCode,varchar,varchar(50),NULL,NULL
RDS,DimSubgroups,SubgroupDescription,varchar,varchar(200),NULL,NULL
RDS,DimSubgroups,SubgroupEdFactsCode,varchar,varchar(50),NULL,NULL
RDS,DimTitleIIIStatuses,DimTitleIIIStatusId,int,int,NULL,NULL
RDS,DimTitleIIIStatuses,ProgramParticipationTitleIIILiepCode,nvarchar,nvarchar(100),NULL,NULL
RDS,DimTitleIIIStatuses,ProgramParticipationTitleIIILiepDescription,nvarchar,nvarchar(400),NULL,NULL
RDS,DimTitleIIIStatuses,TitleIIIImmigrantParticipationStatusCode,nvarchar,nvarchar(100),000290,Title III Immigrant Participation Status
RDS,DimTitleIIIStatuses,TitleIIIImmigrantParticipationStatusDescription,nvarchar,nvarchar(400),000290,Title III Immigrant Participation Status
RDS,DimTitleIIIStatuses,TitleIIIImmigrantParticipationStatusEdFactsCode,nvarchar,nvarchar(100),000290,Title III Immigrant Participation Status
RDS,DimTitleIIIStatuses,ProficiencyStatusCode,nvarchar,nvarchar(100),000573,Proficiency Status
RDS,DimTitleIIIStatuses,ProficiencyStatusDescription,nvarchar,nvarchar(200),000573,Proficiency Status
RDS,DimTitleIIIStatuses,ProficiencyStatusEdFactsCode,nvarchar,nvarchar(100),000573,Proficiency Status
RDS,DimTitleIIIStatuses,TitleIIIAccountabilityProgressStatusCode,nvarchar,nvarchar(100),000536,Title III Accountability Progress Status
RDS,DimTitleIIIStatuses,TitleIIIAccountabilityProgressStatusDescription,nvarchar,nvarchar(200),000536,Title III Accountability Progress Status
RDS,DimTitleIIIStatuses,TitleIIIAccountabilityProgressStatusEdFactsCode,nvarchar,nvarchar(100),000536,Title III Accountability Progress Status
RDS,DimTitleIIIStatuses,TitleIIILanguageInstructionProgramTypeCode,nvarchar,nvarchar(100),000447,Title III Language Instruction Program Type
RDS,DimTitleIIIStatuses,TitleIIILanguageInstructionProgramTypeDescription,nvarchar,nvarchar(200),000447,Title III Language Instruction Program Type
RDS,DimTitleIIIStatuses,TitleIIILanguageInstructionProgramTypeEdFactsCode,nvarchar,nvarchar(100),000447,Title III Language Instruction Program Type
RDS,DimTitleIStatuses,DimTitleIStatusId,int,int,NULL,NULL
RDS,DimTitleIStatuses,TitleIInstructionalServicesCode,nvarchar,nvarchar(100),000282,Title I Instructional Services
RDS,DimTitleIStatuses,TitleIInstructionalServicesDescription,nvarchar,nvarchar(200),000282,Title I Instructional Services
RDS,DimTitleIStatuses,TitleIInstructionalServicesEdFactsCode,nvarchar,nvarchar(100),000282,Title I Instructional Services
RDS,DimTitleIStatuses,TitleIProgramTypeCode,nvarchar,nvarchar(100),000284,Title I Program Type
RDS,DimTitleIStatuses,TitleIProgramTypeDescription,nvarchar,nvarchar(200),000284,Title I Program Type
RDS,DimTitleIStatuses,TitleIProgramTypeEdFactsCode,nvarchar,nvarchar(100),000284,Title I Program Type
RDS,DimTitleIStatuses,TitleISchoolStatusCode,nvarchar,nvarchar(100),000285,Title I School Status
RDS,DimTitleIStatuses,TitleISchoolStatusDescription,nvarchar,nvarchar(200),000285,Title I School Status
RDS,DimTitleIStatuses,TitleISchoolStatusEdFactsCode,nvarchar,nvarchar(100),000285,Title I School Status
RDS,DimTitleIStatuses,TitleISupportServicesCode,nvarchar,nvarchar(100),000289,Title I Support Services
RDS,DimTitleIStatuses,TitleISupportServicesDescription,nvarchar,nvarchar(200),000289,Title I Support Services
RDS,DimTitleIStatuses,TitleISupportServicesEdFactsCode,nvarchar,nvarchar(100),000289,Title I Support Services
RDS,FactAeStudentEnrollments,FactAeStudentEnrollmentId,int,int,NULL,NULL
RDS,FactAeStudentEnrollments,AeProgramYearId,int,int,NULL,NULL
RDS,FactAeStudentEnrollments,DataCollectionId,int,int,NULL,NULL
RDS,FactAeStudentEnrollments,AeStudentId,bigint,bigint,NULL,NULL
RDS,FactAeStudentEnrollments,AeProviderId,int,int,NULL,NULL
RDS,FactAeStudentEnrollments,AeProgramTypeId,int,int,000225,Program Type
RDS,FactAeStudentEnrollments,AeStudentStatusId,int,int,NULL,NULL
RDS,FactAeStudentEnrollments,ApplicationDateId,int,int,000323,Application Date
RDS,FactAeStudentEnrollments,EnrollmentEntryDateId,int,int,000097,Enrollment Entry Date
RDS,FactAeStudentEnrollments,EnrollmentExitDateId,int,int,000107,Enrollment Exit Date
RDS,FactAeStudentEnrollments,AePostsecondaryTransitionDateId,int,int,001081,Adult Education Postsecondary Transition Date
RDS,FactAeStudentEnrollments,AeDemographicId,int,int,NULL,NULL
RDS,FactAeStudentEnrollments,K12DiplomaOrCredentialAwardDateId,int,int,000081,Diploma or Credential Award Date
RDS,FactAeStudentEnrollments,K12AcademicAwardStatusId,int,int,NULL,NULL
RDS,FactAeStudentEnrollments,QuarterlyEarningsAfterExitQ1,decimal,"decimal(9,2)",000989,Quarterly Earnings
RDS,FactAeStudentEnrollments,QuarterlyEarningsAfterExitQ2,decimal,"decimal(9,2)",000989,Quarterly Earnings
RDS,FactAeStudentEnrollments,QuarterlyEarningsAfterExitQ3,decimal,"decimal(9,2)",000989,Quarterly Earnings
RDS,FactAeStudentEnrollments,QuarterlyEarningsAfterExitQ4,decimal,"decimal(9,2)",000989,Quarterly Earnings
RDS,FactAeStudentEnrollments,QuarterlyEarningsAfterExitQ5,decimal,"decimal(9,2)",000989,Quarterly Earnings
RDS,FactAeStudentEnrollments,QuarterlyEarningsAfterExitQ6,decimal,"decimal(9,2)",000989,Quarterly Earnings
RDS,FactAeStudentEnrollments,QuarterlyEarningsAfterExitQ7,decimal,"decimal(9,2)",000989,Quarterly Earnings
RDS,FactAeStudentEnrollments,QuarterlyEarningsAfterExitQ8,decimal,"decimal(9,2)",000989,Quarterly Earnings
RDS,FactAeStudentEnrollments,QuarterlyEarningsAfterExitQ9,decimal,"decimal(9,2)",000989,Quarterly Earnings
RDS,FactAeStudentEnrollments,QuarterlyEarningsAfterExitQ10,decimal,"decimal(9,2)",000989,Quarterly Earnings
RDS,FactAeStudentEnrollments,QuarterlyEarningsAfterExitQ11,decimal,"decimal(9,2)",000989,Quarterly Earnings
RDS,FactAeStudentEnrollments,QuarterlyEarningsAfterExitQ12,decimal,"decimal(9,2)",000989,Quarterly Earnings
RDS,FactAeStudentEnrollments,QuarterlyEarningsAfterExitQ13,decimal,"decimal(9,2)",000989,Quarterly Earnings
RDS,FactAeStudentEnrollments,InstructionalActivityHoursCompleted,decimal,"decimal(9,2)",000362,Instructional Activity Hours Completed
RDS,FactAeStudentEnrollments,StudentCount,int,int,NULL,NULL
RDS,FactCustomCounts,FactCustomCountId,int,int,NULL,NULL
RDS,FactCustomCounts,Category1,nvarchar,nvarchar(200),NULL,NULL
RDS,FactCustomCounts,CategorySetCode,nvarchar,nvarchar(80),NULL,NULL
RDS,FactCustomCounts,Col_1,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_10,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_10a,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_10b,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_11,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_11a,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_11b,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_11c,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_11d,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_11e,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_12,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_12a,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_12b,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_13,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_14,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_14a,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_14b,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_14c,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_14d,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_15,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_16,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_17,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_18,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_2,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_3,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_4,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_5,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_6,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_7,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_8,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Col_9,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,OrganizationName,nvarchar,nvarchar(2000),000204,Organization Name
RDS,FactCustomCounts,OrganizationIdentifierNces,nvarchar,nvarchar(200),000826,Organization Identifier
RDS,FactCustomCounts,OrganizationIdentifierSea,nvarchar,nvarchar(200),000826,Organization Identifier
RDS,FactCustomCounts,ParentOrganizationIdentifierSea,nvarchar,nvarchar(200),000826,Organization Identifier
RDS,FactCustomCounts,ReportCode,nvarchar,nvarchar(80),NULL,NULL
RDS,FactCustomCounts,ReportLevel,nvarchar,nvarchar(80),NULL,NULL
RDS,FactCustomCounts,ReportYear,nvarchar,nvarchar(80),NULL,NULL
RDS,FactCustomCounts,StateANSICode,nvarchar,nvarchar(200),000424,State ANSI Code
RDS,FactCustomCounts,StateAbbreviationCode,nvarchar,nvarchar(200),000267,State Abbreviation
RDS,FactCustomCounts,StateAbbreviationDescription,nvarchar,nvarchar(1000),000267,State Abbreviation
RDS,FactCustomCounts,ReportFilter,nvarchar,nvarchar(200),NULL,NULL
RDS,FactCustomCounts,col_18a,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,col_18b,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,col_18c,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,col_18d,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,col_18e,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,col_18f,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,col_18g,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,col_18h,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,col_18i,decimal,"decimal(18,2)",NULL,NULL
RDS,FactCustomCounts,Category2,varchar,varchar(50),NULL,NULL
RDS,FactCustomCounts,Category3,varchar,varchar(50),NULL,NULL
RDS,FactCustomCounts,Category4,varchar,varchar(50),NULL,NULL
RDS,FactK12FinancialAccountBalances,FactK12FinancialAccountBalanceId,bigint,bigint,NULL,NULL
RDS,FactK12FinancialAccountBalances,SeaId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,IeuId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,LeaId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,K12SchoolId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,FinancialAccountingDateId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,FiscalYearId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,FederalFinancialAccountBalanceId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,SeaFinancialAccountBalanceId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,LeaFinancialAccountBalanceId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,FederalFinancialAccountClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,SeaFinancialAccountClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,LeaFinancialAccountClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,FederalFinancialAccountId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,SeaFinancialAccountId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,LeaFinancialAccountId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,FederalProgramCodeId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBalances,FinancialAccountingValue,decimal,"decimal(9,2)",001647,Financial Accounting Value
RDS,FactK12FinancialAccountBudgets,FactK12FinancialAccountBudgetId,bigint,bigint,NULL,NULL
RDS,FactK12FinancialAccountBudgets,SeaId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,IeuId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,LeaId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,K12SchoolId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,FinancialAccountingDateId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,FiscalYearId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,FiscalPeriodId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,FederalFinancialAccountBalanceId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,SeaFinancialAccountBalanceId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,LeaFinancialAccountBalanceId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,FederalFinancialAccountClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,SeaFinancialAccountClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,LeaFinancialAccountClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,FederalFinancialAccountId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,SeaFinancialAccountId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,LeaFinancialAccountId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,FederalFinancialExpenditureClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,SeaFinancialExpenditureClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,LeaFinancialExpenditureClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,FederalFinancialRevenueClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,SeaFinancialRevenueClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,LeaFinancialRevenueClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,FederalProgramCodeId,int,int,NULL,NULL
RDS,FactK12FinancialAccountBudgets,FinancialAccountingPeriodBudgetedValue,decimal,"decimal(9,2)",001351,Financial Accounting Period Budgeted Value
RDS,FactK12FinancialAccountBudgets,FinancialAccountingPeriodEncumberedValue,decimal,"decimal(9,2)",001644,Financial Accounting Period Encumbered Value
RDS,FactK12FinancialAccountBudgets,FinancialAccountingPeriodActualValue,decimal,"decimal(9,2)",001350,Financial Accounting Period Actual Value
RDS,FactK12FinancialAccountGeneralLedgers,FactK12FinancialAccountGeneralLedgerId,bigint,bigint,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,SeaId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,IeuId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,LeaId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,K12SchoolId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,FinancialAccountingDateId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,FiscalYearId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,FederalFinancialAccountId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,SeaFinancialAccountId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,LeaFinancialAccountId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,FederalFinancialAccountClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,SeaFinancialAccountClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,LeaFinancialAccountClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,FederalFinancialExpenditureClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,SeaFinancialExpenditureClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,LeaFinancialExpenditureClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,FederalFinancialRevenueClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,SeaFinancialRevenueClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,LeaFinancialRevenueClassificationId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,FederalProgramCodeId,int,int,NULL,NULL
RDS,FactK12FinancialAccountGeneralLedgers,FinancialAccountingValue,decimal,"decimal(9,2)",001647,Financial Accounting Value
RDS,FactK12ProgramParticipations,FactK12ProgramParticipationId,bigint,bigint,NULL,NULL
RDS,FactK12ProgramParticipations,DataCollectionId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,SchoolYearId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,SeaId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,IeuId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,LeaAccountabilityId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,LeaAttendanceId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,LeaFundingId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,LeaGraduationId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,LeaIndividualizedEducationProgramId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,K12SchoolId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,K12StudentId,bigint,bigint,NULL,NULL
RDS,FactK12ProgramParticipations,IdeaStatusId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,K12DemographicId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,K12ProgramTypeId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,ProgramParticipationStartDateId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,ProgramParticipationExitDateId,int,int,NULL,NULL
RDS,FactK12ProgramParticipations,StudentCount,int,int,NULL,NULL
RDS,FactK12SalarySchedules,FactK12SalaryScheduleId,bigint,bigint,NULL,NULL
RDS,FactK12SalarySchedules,SchoolYearId,int,int,NULL,NULL
RDS,FactK12SalarySchedules,CountDateId,int,int,NULL,NULL
RDS,FactK12SalarySchedules,DataCollectionId,int,int,NULL,NULL
RDS,FactK12SalarySchedules,SeaId,int,int,NULL,NULL
RDS,FactK12SalarySchedules,IeuId,int,int,NULL,NULL
RDS,FactK12SalarySchedules,LeaId,int,int,NULL,NULL
RDS,FactK12SalarySchedules,K12SchoolId,int,int,NULL,NULL
RDS,FactK12SalarySchedules,SalaryScheduleCriteriaId,int,int,NULL,NULL
RDS,FactK12SalarySchedules,StandardOccupationalClassificationId,int,int,NULL,NULL
RDS,FactK12SalarySchedules,OnetSocOccupationTypeId,int,int,NULL,NULL
RDS,FactK12SalarySchedules,SalaryScheduleSalaryValue,decimal,"decimal(9,2)",TBD V12,Salary Schedule Criterion Value
RDS,FactK12StaffCounts,FactK12StaffCountId,int,int,NULL,NULL
RDS,FactK12StaffCounts,SchoolYearId,int,int,000243,School Year
RDS,FactK12StaffCounts,FactTypeId,int,int,NULL,NULL
RDS,FactK12StaffCounts,SeaId,int,int,NULL,NULL
RDS,FactK12StaffCounts,LeaId,int,int,NULL,NULL
RDS,FactK12StaffCounts,K12SchoolId,int,int,NULL,NULL
RDS,FactK12StaffCounts,K12StaffId,bigint,bigint,NULL,NULL
RDS,FactK12StaffCounts,K12StaffStatusId,int,int,NULL,NULL
RDS,FactK12StaffCounts,K12StaffCategoryId,int,int,NULL,NULL
RDS,FactK12StaffCounts,TitleIIIStatusId,int,int,NULL,NULL
RDS,FactK12StaffCounts,CredentialIssuanceDateId,int,int,NULL,NULL
RDS,FactK12StaffCounts,CredentialExpirationDateId,int,int,NULL,NULL
RDS,FactK12StaffCounts,StaffCount,int,int,NULL,NULL
