schema_name,table_name,column_name,column_data_type,full_data_type,CEDS_GlobalId,CEDS_Element
RDS,DimFirearmDisciplineStatuses,DisciplineMethodForFirearmsIncidentsEdFactsCode,nvarchar,nvarchar(100),000555,Discipline Method for Firearms Incidents
RDS,DimFirearmDisciplineStatuses,IdeaDisciplineMethodForFirearmsIncidentsCode,nvarchar,nvarchar(100),000556,IDEA Discipline Method for Firearms Incidents
RDS,DimFirearmDisciplineStatuses,IdeaDisciplineMethodForFirearmsIncidentsDescription,nvarchar,nvarchar(MAX),000556,IDEA Discipline Method for Firearms Incidents
RDS,DimFirearmDisciplineStatuses,IdeaDisciplineMethodForFirearmsIncidentsEdFactsCode,nvarchar,nvarchar(100),000556,IDEA Discipline Method for Firearms Incidents
RDS,DimFirearms,DimFirearmId,int,int,NULL,NULL
RDS,DimFirearms,FirearmTypeCode,varchar,varchar(50),000557,Firearm Type
RDS,DimFirearms,FirearmTypeDescription,varchar,varchar(200),000557,Firearm Type
RDS,DimFirearms,FirearmTypeEdFactsCode,varchar,varchar(50),000557,Firearm Type
RDS,DimFiscalPeriods,DimFiscalPeriodId,int,int,NULL,NULL
RDS,DimFiscalPeriods,FiscalPeriodBeginDate,nvarchar,nvarchar(60),001642,Fiscal Period Begin Date
RDS,DimFiscalPeriods,FiscalPeriodEndDate,nvarchar,nvarchar(200),001643,Fiscal Period End Date
RDS,DimFiscalYears,DimFiscalYearId,int,int,NULL,NULL
RDS,DimFiscalYears,FiscalPeriodBeginDate,nvarchar,nvarchar(60),001642,Fiscal Period Begin Date
RDS,DimFiscalYears,FiscalPeriodEndDate,nvarchar,nvarchar(200),001643,Fiscal Period End Date
RDS,DimFiscalYears,FiscalYear,nvarchar,nvarchar(600),001639,Fiscal Year
RDS,DimFosterCareStatuses,DimFosterCareStatusId,int,int,NULL,NULL
RDS,DimFosterCareStatuses,ProgramParticipationFosterCareCode,nvarchar,nvarchar(100),NULL,NULL
RDS,DimFosterCareStatuses,ProgramParticipationFosterCareDescription,nvarchar,nvarchar(400),NULL,NULL
RDS,DimFosterCareStatuses,ProgramParticipationFosterCareEdFactsCode,nvarchar,nvarchar(100),NULL,NULL
RDS,DimGradeLevels,DimGradeLevelId,int,int,NULL,NULL
RDS,DimGradeLevels,GradeLevelCode,nvarchar,nvarchar(100),NULL,NULL
RDS,DimGradeLevels,GradeLevelDescription,nvarchar,nvarchar(400),NULL,NULL
RDS,DimGradeLevels,GradeLevelEdFactsCode,nvarchar,nvarchar(100),NULL,NULL
RDS,DimHomelessnessStatuses,DimHomelessnessStatusId,int,int,NULL,NULL
RDS,DimHomelessnessStatuses,HomelessnessStatusCode,nvarchar,nvarchar(200),000149,Homelessness Status
RDS,DimHomelessnessStatuses,HomelessnessStatusDescription,nvarchar,nvarchar(600),000149,Homelessness Status
RDS,DimHomelessnessStatuses,HomelessnessStatusEdFactsCode,nvarchar,nvarchar(100),000149,Homelessness Status
RDS,DimHomelessnessStatuses,HomelessPrimaryNighttimeResidenceCode,nvarchar,nvarchar(200),000146,Homeless Primary Nighttime Residence
RDS,DimHomelessnessStatuses,HomelessPrimaryNighttimeResidenceDescription,nvarchar,nvarchar(600),000146,Homeless Primary Nighttime Residence
RDS,DimHomelessnessStatuses,HomelessPrimaryNighttimeResidenceEdfactsCode,nvarchar,nvarchar(100),000146,Homeless Primary Nighttime Residence
RDS,DimHomelessnessStatuses,HomelessServicedIndicatorCode,nvarchar,nvarchar(200),000147,Homeless Serviced Indicator
RDS,DimHomelessnessStatuses,HomelessServicedIndicatorDescription,nvarchar,nvarchar(600),000147,Homeless Serviced Indicator
RDS,DimHomelessnessStatuses,HomelessUnaccompaniedYouthStatusCode,nvarchar,nvarchar(200),000148,Homeless Unaccompanied Youth Status
RDS,DimHomelessnessStatuses,HomelessUnaccompaniedYouthStatusDescription,nvarchar,nvarchar(600),000148,Homeless Unaccompanied Youth Status
RDS,DimHomelessnessStatuses,HomelessUnaccompaniedYouthStatusEdfactsCode,nvarchar,nvarchar(100),000148,Homeless Unaccompanied Youth Status
RDS,DimIdeaDisabilityTypes,DimIdeaDisabilityTypeId,int,int,NULL,NULL
RDS,DimIdeaDisabilityTypes,IdeaDisabilityTypeCode,nvarchar,nvarchar(200),000218,Primary Disability Type
RDS,DimIdeaDisabilityTypes,IdeaDisabilityTypeDescription,nvarchar,nvarchar(600),000218,Primary Disability Type
RDS,DimIdeaDisabilityTypes,IdeaDisabilityTypeEdFactsCode,nvarchar,nvarchar(100),000218,Primary Disability Type
RDS,DimIdeaStatuses,DimIdeaStatusId,int,int,NULL,NULL
RDS,DimIdeaStatuses,SpecialEducationExitReasonCode,nvarchar,nvarchar(100),000260,Special Education Exit Reason
RDS,DimIdeaStatuses,SpecialEducationExitReasonDescription,nvarchar,nvarchar(400),000260,Special Education Exit Reason
RDS,DimIdeaStatuses,SpecialEducationExitReasonEdFactsCode,nvarchar,nvarchar(100),000260,Special Education Exit Reason
RDS,DimIdeaStatuses,IdeaEducationalEnvironmentForSchoolAgeDescription,nvarchar,nvarchar(400),000535,IDEA Educational Environment for School Age
RDS,DimIdeaStatuses,IdeaEducationalEnvironmentForSchoolAgeCode,nvarchar,nvarchar(100),000535,IDEA Educational Environment for School Age
RDS,DimIdeaStatuses,IdeaEducationalEnvironmentForSchoolAgeEdFactsCode,nvarchar,nvarchar(100),000535,IDEA Educational Environment for School Age
RDS,DimIdeaStatuses,IdeaIndicatorCode,nvarchar,nvarchar(100),000151,IDEA Indicator
RDS,DimIdeaStatuses,IdeaIndicatorDescription,nvarchar,nvarchar(400),000151,IDEA Indicator
RDS,DimIdeaStatuses,IdeaIndicatorEdFactsCode,nvarchar,nvarchar(100),000151,IDEA Indicator
RDS,DimIdeaStatuses,IdeaEducationalEnvironmentForEarlyChildhoodCode,nvarchar,nvarchar(100),000559,IDEA Educational Environment for Early Childhood
RDS,DimIdeaStatuses,IdeaEducationalEnvironmentForEarlyChildhoodDescription,nvarchar,nvarchar(400),000559,IDEA Educational Environment for Early Childhood
RDS,DimIdeaStatuses,IdeaEducationalEnvironmentForEarlyChildhoodEdFactsCode,nvarchar,nvarchar(100),000559,IDEA Educational Environment for Early Childhood
RDS,DimIeus,DimIeuId,int,int,NULL,NULL
RDS,DimIeus,IeuOrganizationName,nvarchar,nvarchar(2000),000204,Organization Name
RDS,DimIeus,IeuOrganizationIdentifierSea,nvarchar,nvarchar(100),000826,Organization Identifier
RDS,DimIeus,SeaOrganizationName,nvarchar,nvarchar(2000),000204,Organization Name
RDS,DimIeus,SeaOrganizationIdentifierSea,nvarchar,nvarchar(100),001490,State Agency Identifier
RDS,DimIeus,StateANSICode,nvarchar,nvarchar(20),000424,State ANSI Code
RDS,DimIeus,StateAbbreviationCode,nvarchar,nvarchar(20),000267,State Abbreviation
RDS,DimIeus,StateAbbreviationDescription,nvarchar,nvarchar(2000),000267,State Abbreviation
RDS,DimIeus,MailingAddressStreetNumberAndName,nvarchar,nvarchar(300),000269,Address Street Number and Name
RDS,DimIeus,MailingAddressApartmentRoomOrSuiteNumber,varchar,varchar(40),000019,Address Apartment Room or Suite Number
RDS,DimIeus,MailingAddressCity,nvarchar,nvarchar(60),000040,Address City
RDS,DimIeus,MailingAddressStateAbbreviation,nvarchar,nvarchar(100),000267,State Abbreviation
RDS,DimIeus,MailingAddressPostalCode,nvarchar,nvarchar(34),000214,Address Postal Code
RDS,DimIeus,MailingAddressCountyAnsiCodeCode,char,char(5),001209,County ANSI Code
RDS,DimIeus,OutOfStateIndicator,bit,bit,NULL,NULL
RDS,DimIeus,OrganizationOperationalStatus,varchar,varchar(20),001418,Organization Operational Status
RDS,DimIeus,OperationalStatusEffectiveDate,datetime,datetime,000534,Operational Status Effective Date
RDS,DimIeus,PhysicalAddressStreetNumberAndName,nvarchar,nvarchar(300),000269,Address Street Number and Name
RDS,DimIeus,PhysicalAddressApartmentRoomOrSuiteNumber,varchar,varchar(40),000019,Address Apartment Room or Suite Number
RDS,DimIeus,PhysicalAddressCity,nvarchar,nvarchar(60),000040,Address City
RDS,DimIeus,PhysicalAddressPostalCode,nvarchar,nvarchar(34),000214,Address Postal Code
RDS,DimIeus,PhysicalAddressStateAbbreviation,nvarchar,nvarchar(100),000267,State Abbreviation
RDS,DimIeus,PhysicalAddressCountyAnsiCodeCode,char,char(5),001209,County ANSI Code
RDS,DimIeus,TelephoneNumber,nvarchar,nvarchar(48),000279,Telephone Number
RDS,DimIeus,WebSiteAddress,nvarchar,nvarchar(600),000704,Web Site Address
RDS,DimIeus,OrganizationRegionGeoJson,nvarchar,nvarchar(MAX),001750,Organization Region GeoJSON
RDS,DimIeus,Latitude,nvarchar,nvarchar(40),000606,Latitude
RDS,DimIeus,Longitude,nvarchar,nvarchar(40),000607,Longitude
RDS,DimIeus,RecordStartDateTime,datetime,datetime,001917,Record Start Date Time
RDS,DimIeus,RecordEndDateTime,datetime,datetime,001918,Record End Date Time
RDS,DimImmigrantStatuses,DimImmigrantStatusId,int,int,NULL,NULL
RDS,DimImmigrantStatuses,TitleIIIImmigrantStatusCode,nvarchar,nvarchar(200),000291,Title III Immigrant Status
RDS,DimImmigrantStatuses,TitleIIIImmigrantStatusDescription,nvarchar,nvarchar(600),000291,Title III Immigrant Status
RDS,DimImmigrantStatuses,TitleIIIImmigrantStatusEdFactsCode,nvarchar,nvarchar(100),000291,Title III Immigrant Status
RDS,DimImmigrantStatuses,TitleIIIImmigrantParticipationStatusCode,nvarchar,nvarchar(200),000290,Title III Immigrant Participation Status
RDS,DimImmigrantStatuses,TitleIIIImmigrantParticipationStatusDescription,nvarchar,nvarchar(600),000290,Title III Immigrant Participation Status
RDS,DimImmigrantStatuses,TitleIIIImmigrantParticipationStatusEdFactsCode,nvarchar,nvarchar(100),000290,Title III Immigrant Participation Status
RDS,DimIncidentBehaviors,DimIncidentBehaviorId,int,int,NULL,NULL
RDS,DimIncidentBehaviors,IncidentBehaviorCode,nvarchar,nvarchar(200),000509,Incident Behavior
RDS,DimIncidentBehaviors,IncidentBehaviorDescription,nvarchar,nvarchar(400),000509,Incident Behavior
RDS,DimIncidentStatuses,DimIncidentStatusId,int,int,NULL,NULL
RDS,DimIncidentStatuses,IncidentBehaviorCode,nvarchar,nvarchar(200),000509,Incident Behavior
RDS,DimIncidentStatuses,IncidentBehaviorDescription,nvarchar,nvarchar(600),000509,Incident Behavior
RDS,DimIncidentStatuses,IdeaInterimRemovalReasonCode,nvarchar,nvarchar(200),000539,IDEA Interim Removal Reason
RDS,DimIncidentStatuses,IdeaInterimRemovalReasonDescription,nvarchar,nvarchar(600),000539,IDEA Interim Removal Reason
RDS,DimIncidentStatuses,IdeaInterimRemovalReasonEdFactsCode,nvarchar,nvarchar(100),000539,IDEA Interim Removal Reason
RDS,DimIncidentStatuses,DisciplineReasonCode,nvarchar,nvarchar(200),000545,Discipline Reason
RDS,DimIncidentStatuses,DisciplineReasonDescription,nvarchar,nvarchar(600),000545,Discipline Reason
RDS,DimIncidentStatuses,IncidentInjuryTypeCode,nvarchar,nvarchar(200),000510,Incident Injury Type
RDS,DimIncidentStatuses,IncidentInjuryTypeDescription,nvarchar,nvarchar(600),000510,Incident Injury Type
RDS,DimIndicatorStatuses,DimIndicatorStatusId,int,int,NULL,NULL
RDS,DimIndicatorStatuses,IndicatorStatusId,int,int,NULL,NULL
RDS,DimIndicatorStatuses,IndicatorStatusCode,varchar,varchar(50),NULL,NULL
RDS,DimIndicatorStatuses,IndicatorStatusDescription,varchar,varchar(200),NULL,NULL
RDS,DimIndicatorStatuses,IndicatorStatusEdFactsCode,varchar,varchar(50),NULL,NULL
RDS,DimIndicatorStatusTypes,DimIndicatorStatusTypeId,int,int,NULL,NULL
RDS,DimIndicatorStatusTypes,IndicatorStatusTypeId,int,int,NULL,NULL
RDS,DimIndicatorStatusTypes,IndicatorStatusTypeCode,nvarchar,nvarchar(100),NULL,NULL
RDS,DimIndicatorStatusTypes,IndicatorStatusTypeDescription,nvarchar,nvarchar(400),NULL,NULL
RDS,DimIndicatorStatusTypes,IndicatorStatusTypeEdFactsCode,varchar,varchar(50),NULL,NULL
RDS,DimIndividualizedProgramStatuses,DimIndividualizedProgramStatusId,int,int,NULL,NULL
RDS,DimIndividualizedProgramStatuses,IndividualizedProgramTypeCode,nvarchar,nvarchar(200),000320,Individualized Program Type
RDS,DimIndividualizedProgramStatuses,IndividualizedProgramTypeDescription,nvarchar,nvarchar(600),000320,Individualized Program Type
RDS,DimIndividualizedProgramStatuses,StudentSupportServiceTypeCode,nvarchar,nvarchar(200),000273,Student Support Service Type
RDS,DimIndividualizedProgramStatuses,StudentSupportServiceTypeDescription,nvarchar,nvarchar(600),000273,Student Support Service Type
RDS,DimIndividualizedProgramStatuses,ConsentToEvaluationIndicatorCode,nvarchar,nvarchar(200),001726,Consent to Evaluation Indicator
RDS,DimIndividualizedProgramStatuses,ConsentToEvaluationIndicatorDescription,nvarchar,nvarchar(600),001726,Consent to Evaluation Indicator
RDS,DimK12AcademicAwardStatuses,DimK12AcademicAwardStatusId,int,int,NULL,NULL
RDS,DimK12AcademicAwardStatuses,HighSchoolDiplomaTypeCode,nvarchar,nvarchar(200),000138,High School Diploma Type
RDS,DimK12AcademicAwardStatuses,HighSchoolDiplomaTypeDescription,nvarchar,nvarchar(600),000138,High School Diploma Type
RDS,DimK12AcademicAwardStatuses,HighSchoolDiplomaTypeEdFactsCode,nvarchar,nvarchar(100),000138,High School Diploma Type
RDS,DimK12Courses,DimK12CourseId,int,int,NULL,NULL
RDS,DimK12Courses,CourseIdentifier,nvarchar,nvarchar(80),000055,Course Identifier
RDS,DimK12Courses,CourseCodeSystemCode,nvarchar,nvarchar(100),000056,Course Code System
RDS,DimK12Courses,CourseCodeSystemDescription,nvarchar,nvarchar(400),000056,Course Code System
RDS,DimK12Courses,CourseTitle,nvarchar,nvarchar(120),000067,Course Title
RDS,DimK12Courses,CourseDescription,nvarchar,nvarchar(120),000517,Course Description
RDS,DimK12Courses,CourseDepartmentName,nvarchar,nvarchar(120),001549,Course Department Name
RDS,DimK12Courses,CourseCreditUnitsCode,nvarchar,nvarchar(100),000057,Course Credit Units
RDS,DimK12Courses,CourseCreditUnitsDescription,nvarchar,nvarchar(400),000057,Course Credit Units
RDS,DimK12Courses,CreditValue,decimal,"decimal(4,2)",000058,Credit Value
RDS,DimK12Courses,AdvancedPlacementCourseCode,nvarchar,nvarchar(120),001278,Advanced Placement Course Code
RDS,DimK12Courses,CareerClusterCode,nvarchar,nvarchar(100),001288,Career Cluster
RDS,DimK12Courses,CareerClusterDescription,nvarchar,nvarchar(400),001288,Career Cluster
RDS,DimK12Courses,CourseCertificationDescription,nvarchar,nvarchar(600),001302,Course Certification Description
RDS,DimK12Courses,TuitionFunded,bit,bit,001575,Tuition Funded
RDS,DimK12Courses,CourseFundingProgram,nvarchar,nvarchar(60),001306,Course Funding Program
RDS,DimK12CourseStatuses,DimK12CourseStatusId,int,int,NULL,NULL
RDS,DimK12CourseStatuses,CourseLevelCharacteristicCode,nvarchar,nvarchar(100),000061,Course Level Characteristic
RDS,DimK12CourseStatuses,CourseLevelCharacteristicDescription,nvarchar,nvarchar(400),000061,Course Level Characteristic
RDS,DimK12Demographics,DimK12DemographicId,int,int,NULL,NULL
RDS,DimK12Demographics,SexCode,nvarchar,nvarchar(100),000255,Sex
RDS,DimK12Demographics,SexDescription,nvarchar,nvarchar(400),000255,Sex
RDS,DimK12Demographics,SexEdFactsCode,nvarchar,nvarchar(100),000255,Sex
RDS,DimK12EnrollmentStatuses,DimK12EnrollmentStatusId,int,int,NULL,NULL
RDS,DimK12EnrollmentStatuses,EnrollmentStatusCode,nvarchar,nvarchar(100),000094,Enrollment Status
RDS,DimK12EnrollmentStatuses,EnrollmentStatusDescription,nvarchar,nvarchar(100),000094,Enrollment Status
RDS,DimK12EnrollmentStatuses,EntryTypeCode,nvarchar,nvarchar(100),000099,Entry Type
RDS,DimK12EnrollmentStatuses,EntryTypeDescription,nvarchar,nvarchar(400),000099,Entry Type
RDS,DimK12EnrollmentStatuses,ExitOrWithdrawalTypeCode,nvarchar,nvarchar(100),000110,Exit or Withdrawal Type
RDS,DimK12EnrollmentStatuses,ExitOrWithdrawalTypeDescription,nvarchar,nvarchar(600),000110,Exit or Withdrawal Type
RDS,DimK12EnrollmentStatuses,PostSecondaryEnrollmentStatusCode,varchar,varchar(50),000094,Enrollment Status
RDS,DimK12EnrollmentStatuses,PostSecondaryEnrollmentStatusDescription,varchar,varchar(200),000094,Enrollment Status
RDS,DimK12EnrollmentStatuses,PostSecondaryEnrollmentStatusEdFactsCode,varchar,varchar(50),000094,Enrollment Status
RDS,DimK12EnrollmentStatuses,EdFactsAcademicOrCareerAndTechnicalOutcomeTypeCode,varchar,varchar(50),001978,EDFacts Academic or Career and Technical Outcome Type
RDS,DimK12EnrollmentStatuses,EdFactsAcademicOrCareerAndTechnicalOutcomeTypeDescription,varchar,varchar(100),001978,EDFacts Academic or Career and Technical Outcome Type
RDS,DimK12EnrollmentStatuses,EdFactsAcademicOrCareerAndTechnicalOutcomeTypeEdFactsCode,varchar,varchar(50),001978,EDFacts Academic or Career and Technical Outcome Type
RDS,DimK12EnrollmentStatuses,EdFactsAcademicOrCareerAndTechnicalOutcomeExitTypeCode,varchar,varchar(50),001979,EDFacts Academic or Career and Technical Outcome Exit Type
RDS,DimK12EnrollmentStatuses,EdFactsAcademicOrCareerAndTechnicalOutcomeExitTypeDescription,varchar,varchar(100),001979,EDFacts Academic or Career and Technical Outcome Exit Type
RDS,DimK12EnrollmentStatuses,EdFactsAcademicOrCareerAndTechnicalOutcomeExitTypeEdFactsCode,varchar,varchar(50),001979,EDFacts Academic or Career and Technical Outcome Exit Type
RDS,DimK12OrganizationStatuses,DimK12OrganizationStatusId,int,int,NULL,NULL
RDS,DimK12OrganizationStatuses,ReapAlternativeFundingStatusCode,nvarchar,nvarchar(100),000560,Rural Education Achievement Program Alternative Funding Status
RDS,DimK12OrganizationStatuses,ReapAlternativeFundingStatusDescription,nvarchar,nvarchar(MAX),000560,Rural Education Achievement Program Alternative Funding Status
RDS,DimK12OrganizationStatuses,ReapAlternativeFundingStatusEdFactsCode,nvarchar,nvarchar(100),000560,Rural Education Achievement Program Alternative Funding Status
RDS,DimK12OrganizationStatuses,GunFreeSchoolsActReportingStatusCode,nvarchar,nvarchar(100),000134,Gun Free Schools Act Reporting Status
RDS,DimK12OrganizationStatuses,GunFreeSchoolsActReportingStatusDescription,nvarchar,nvarchar(MAX),000134,Gun Free Schools Act Reporting Status
RDS,DimK12OrganizationStatuses,GunFreeSchoolsActReportingStatusEdFactsCode,nvarchar,nvarchar(100),000134,Gun Free Schools Act Reporting Status
RDS,DimK12OrganizationStatuses,HighSchoolGraduationRateIndicatorStatusCode,nvarchar,nvarchar(100),000140,High School Graduation Rate Indicator Status
RDS,DimK12OrganizationStatuses,HighSchoolGraduationRateIndicatorStatusDescription,nvarchar,nvarchar(MAX),000140,High School Graduation Rate Indicator Status
RDS,DimK12OrganizationStatuses,HighSchoolGraduationRateIndicatorStatusEdFactsCode,nvarchar,nvarchar(100),000140,High School Graduation Rate Indicator Status
RDS,DimK12OrganizationStatuses,McKinneyVentoSubgrantRecipientCode,nvarchar,nvarchar(100),NULL,NULL
RDS,DimK12OrganizationStatuses,McKinneyVentoSubgrantRecipientDescription,nvarchar,nvarchar(MAX),NULL,NULL
RDS,DimK12OrganizationStatuses,McKinneyVentoSubgrantRecipientEdFactsCode,nvarchar,nvarchar(100),NULL,NULL
RDS,DimK12ProgramTypes,DimK12ProgramTypeId,int,int,NULL,NULL
RDS,DimK12ProgramTypes,ProgramTypeCode,nvarchar,nvarchar(100),000225,Program Type
RDS,DimK12ProgramTypes,ProgramTypeDescription,nvarchar,nvarchar(120),000225,Program Type
RDS,DimK12ProgramTypes,ProgramTypeDefinition,nvarchar,nvarchar(MAX),000225,Program Type
RDS,DimK12Schools,DimK12SchoolId,int,int,NULL,NULL
RDS,DimK12Schools,LeaOrganizationName,nvarchar,nvarchar(2000),000204,Organization Name
RDS,DimK12Schools,LeaIdentifierNces,nvarchar,nvarchar(100),001068,Local Education Agency Identifier
RDS,DimK12Schools,LeaIdentifierSea,nvarchar,nvarchar(100),001068,Local Education Agency Identifier
RDS,DimK12Schools,NameOfInstitution,nvarchar,nvarchar(2000),000191,Name of Institution
RDS,DimK12Schools,SchoolIdentifierNces,nvarchar,nvarchar(100),001069,School Identifier
RDS,DimK12Schools,SchoolIdentifierSea,nvarchar,nvarchar(100),001069,School Identifier
RDS,DimK12Schools,SeaOrganizationName,nvarchar,nvarchar(2000),000204,Organization Name
RDS,DimK12Schools,SeaOrganizationIdentifierSea,nvarchar,nvarchar(100),001490,State Agency Identifier
RDS,DimK12Schools,StateAnsiCode,nvarchar,nvarchar(20),000424,State ANSI Code
RDS,DimK12Schools,StateAbbreviationCode,nvarchar,nvarchar(20),000267,State Abbreviation
RDS,DimK12Schools,StateAbbreviationDescription,nvarchar,nvarchar(2000),000267,State Abbreviation
RDS,DimK12Schools,PriorLeaIdentifierSea,nvarchar,nvarchar(100),001068,Local Education Agency Identifier
RDS,DimK12Schools,PriorSchoolIdentifierSea,nvarchar,nvarchar(100),001069,School Identifier
RDS,DimK12Schools,CharterSchoolIndicator,bit,bit,000039,Charter School Indicator
RDS,DimK12Schools,CharterSchoolContractIdNumber,nvarchar,nvarchar(MAX),001651,Charter School Contract Id Number
RDS,DimK12Schools,CharterSchoolContractApprovalDate,nvarchar,nvarchar(MAX),001652,Charter School Contract Approval Date
RDS,DimK12Schools,CharterSchoolContractRenewalDate,nvarchar,nvarchar(MAX),001653,Charter School Contract Renewal Date
RDS,DimK12Schools,ReportedFederally,bit,bit,NULL,NULL
RDS,DimK12Schools,LeaTypeCode,nvarchar,nvarchar(100),000537,Local Education Agency Type
RDS,DimK12Schools,LeaTypeDescription,nvarchar,nvarchar(200),000537,Local Education Agency Type
RDS,DimK12Schools,LeaTypeEdFactsCode,nvarchar,nvarchar(100),000537,Local Education Agency Type
RDS,DimK12Schools,SchoolTypeCode,nvarchar,nvarchar(100),000242,School Type
RDS,DimK12Schools,SchoolTypeDescription,nvarchar,nvarchar(200),000242,School Type
RDS,DimK12Schools,SchoolTypeEdFactsCode,nvarchar,nvarchar(100),000242,School Type
RDS,DimK12Schools,MailingAddressCity,nvarchar,nvarchar(60),000040,Address City
RDS,DimK12Schools,MailingAddressPostalCode,nvarchar,nvarchar(34),000214,Address Postal Code
RDS,DimK12Schools,MailingAddressStateAbbreviation,nvarchar,nvarchar(100),000267,State Abbreviation
RDS,DimK12Schools,MailingAddressStreetNumberAndName,nvarchar,nvarchar(80),000269,Address Street Number and Name
RDS,DimK12Schools,PhysicalAddressCity,nvarchar,nvarchar(60),000040,Address City
RDS,DimK12Schools,PhysicalAddressPostalCode,nvarchar,nvarchar(34),000214,Address Postal Code
RDS,DimK12Schools,PhysicalAddressStateAbbreviation,nvarchar,nvarchar(100),000267,State Abbreviation
RDS,DimK12Schools,PhysicalAddressStreetNumberAndName,nvarchar,nvarchar(80),000269,Address Street Number and Name
RDS,DimK12Schools,TelephoneNumber,nvarchar,nvarchar(48),000279,Telephone Number
RDS,DimK12Schools,WebSiteAddress,nvarchar,nvarchar(600),000704,Web Site Address
RDS,DimK12Schools,OutOfStateIndicator,bit,bit,NULL,NULL
RDS,DimK12Schools,RecordStartDateTime,datetime,datetime,001917,Record Start Date Time
RDS,DimK12Schools,RecordEndDateTime,datetime,datetime,001918,Record End Date Time
RDS,DimK12Schools,SchoolOperationalStatus,varchar,varchar(50),000533,School Operational Status
RDS,DimK12Schools,SchoolOperationalStatusEdFactsCode,int,int,000533,School Operational Status
RDS,DimK12Schools,CharterSchoolStatus,varchar,varchar(50),NULL,NULL
RDS,DimK12Schools,ReconstitutedStatus,varchar,varchar(50),000230,Reconstituted Status
RDS,DimK12Schools,MailingAddressApartmentRoomOrSuiteNumber,varchar,varchar(40),000019,Address Apartment Room or Suite Number
RDS,DimK12Schools,PhysicalAddressApartmentRoomOrSuiteNumber,varchar,varchar(40),000019,Address Apartment Room or Suite Number
RDS,DimK12Schools,IeuOrganizationName,nvarchar,nvarchar(2000),000204,Organization Name
RDS,DimK12Schools,IeuOrganizationIdentifierSea,nvarchar,nvarchar(100),000826,Organization Identifier
RDS,DimK12Schools,MailingAddressCountyAnsiCodeCode,char,char(5),001209,County ANSI Code
RDS,DimK12Schools,PhysicalAddressCountyAnsiCodeCode,char,char(5),001209,County ANSI Code
RDS,DimK12Schools,Longitude,varchar,varchar(20),000607,Longitude
RDS,DimK12Schools,Latitude,varchar,varchar(20),000606,Latitude
RDS,DimK12Schools,SchoolOperationalStatusEffectiveDate,datetime,datetime,000533,School Operational Status
RDS,DimK12Schools,AdministrativeFundingControlCode,nvarchar,nvarchar(100),000012,Administrative Funding Control
RDS,DimK12Schools,AdministrativeFundingControlDescription,nvarchar,nvarchar(400),000012,Administrative Funding Control
RDS,DimK12SchoolStateStatuses,DimK12SchoolStateStatusId,int,int,NULL,NULL
RDS,DimK12SchoolStateStatuses,SchoolStateStatusCode,nvarchar,nvarchar(400),NULL,NULL
RDS,DimK12SchoolStateStatuses,SchoolStateStatusDescription,nvarchar,nvarchar(100),NULL,NULL
RDS,DimK12SchoolStateStatuses,SchoolStateStatusEdFactsCode,nvarchar,nvarchar(100),NULL,NULL
RDS,DimK12SchoolStatuses,DimK12SchoolStatusId,int,int,NULL,NULL
RDS,DimK12SchoolStatuses,MagnetOrSpecialProgramEmphasisSchoolCode,nvarchar,nvarchar(100),000181,Magnet or Special Program Emphasis School
RDS,DimK12SchoolStatuses,MagnetOrSpecialProgramEmphasisSchoolDescription,nvarchar,nvarchar(400),000181,Magnet or Special Program Emphasis School
RDS,DimK12SchoolStatuses,MagnetOrSpecialProgramEmphasisSchoolEdFactsCode,nvarchar,nvarchar(100),000181,Magnet or Special Program Emphasis School
RDS,DimK12SchoolStatuses,NslpStatusCode,nvarchar,nvarchar(100),001767,National School Lunch Program Status
RDS,DimK12SchoolStatuses,NslpStatusDescription,nvarchar,nvarchar(400),001767,National School Lunch Program Status
RDS,DimK12SchoolStatuses,NslpStatusEdFactsCode,nvarchar,nvarchar(100),001767,National School Lunch Program Status
RDS,DimK12SchoolStatuses,SharedTimeIndicatorCode,nvarchar,nvarchar(100),000257,Shared Time Indicator
RDS,DimK12SchoolStatuses,SharedTimeIndicatorDescription,nvarchar,nvarchar(400),000257,Shared Time Indicator
RDS,DimK12SchoolStatuses,SharedTimeIndicatorEdFactsCode,nvarchar,nvarchar(100),000257,Shared Time Indicator
RDS,DimK12SchoolStatuses,VirtualSchoolStatusCode,nvarchar,nvarchar(100),001766,Virtual School Status
RDS,DimK12SchoolStatuses,VirtualSchoolStatusDescription,nvarchar,nvarchar(400),001766,Virtual School Status
RDS,DimK12SchoolStatuses,VirtualSchoolStatusEdFactsCode,nvarchar,nvarchar(100),001766,Virtual School Status
RDS,DimK12SchoolStatuses,SchoolImprovementStatusCode,nvarchar,nvarchar(100),000240,School Improvement Status
RDS,DimK12SchoolStatuses,SchoolImprovementStatusDescription,nvarchar,nvarchar(400),000240,School Improvement Status
RDS,DimK12SchoolStatuses,SchoolImprovementStatusEdFactsCode,nvarchar,nvarchar(100),000240,School Improvement Status
RDS,DimK12SchoolStatuses,PersistentlyDangerousStatusCode,nvarchar,nvarchar(100),000210,Persistently Dangerous Status
RDS,DimK12SchoolStatuses,PersistentlyDangerousStatusDescription,nvarchar,nvarchar(400),000210,Persistently Dangerous Status
RDS,DimK12SchoolStatuses,PersistentlyDangerousStatusEdFactsCode,nvarchar,nvarchar(100),000210,Persistently Dangerous Status
