"Global ID","Data Model ID","Element Name"
"002012",75701,"Enrollment Capacity"
"000182",74492,"Marking Period Name"
"000183",74495,"Mid Term Mark"
"000124",74494,"Student Course Section Grade Earned"
"001142",74493,"Student Course Section Mark Final Indicator"
"001299",74491,"Course Academic Grade Status Code"
"000616",74496,"Grade Value Qualifier"
"001070",74511,"Staff Member Identifier"
"001074",74512,"Staff Member Identification System"
"000526",74509,"Assignment Start Date"
"000527",74510,"Assignment End Date"
"000647",74560,"Teacher of Record"
"000648",74561,"Teaching Assignment Role"
"000649",74562,"Teaching Assignment Contribution Percentage"
"000622",74559,"Classroom Position Type"
"001649",74565,"Attendance Event Date"
"000601",74564,"Attendance Event Type"
"000076",74563,"Attendance Status"
"002098",76017,"Attendance Event Duration Day"
"002015",76018,"Attendance Event Duration Hours"
"002014",76019,"Attendance Event Duration Minutes"
"000225",72917,"Program Type"
"000626",72918,"Program Name"
"001288",73564,"Career Cluster"
"000716",73522,"Program Sponsor Type"
"002012",75702,"Enrollment Capacity"
"002013",75703,"Primary Program Indicator"
"002115",76565,"Perkins Nontraditional Type"
"001076",71295,"Adult Education Service Provider Identifier"
"000781",71296,"Adult Education Service Provider Identification System"
"001078",71297,"Adult Education Provider Type"
"000191",71342,"Name of Institution"
"001487",73424,"Short Name of Organization"
"000178",71574,"Level of Institution"
"000115",71298,"First Name"
"000184",71300,"Middle Name"
"000172",71302,"Last or Surname"
"000121",72886,"Generation Code or Suffix"
"000212",72887,"Personal Title or Prefix"
"001514",73636,"Other First Name"
"001515",73652,"Other Middle Name"
"001513",73620,"Other Last Name"
"000206",72888,"Other Name"
"000634",72889,"Other Name Type"
"001071",71339,"Student Identifier"
"001075",71340,"Student Identification System"
"000618",72220,"Personal Information Verification"
"001945",75470,"Personal Information Type"
"000010",72890,"Address Type for Learner or Family"
"000269",71304,"Address Street Number and Name"
"000019",71306,"Address Apartment Room or Suite Number"
"000040",71308,"Address City"
"000267",71312,"State Abbreviation"
"000214",71314,"Address Postal Code"
"000190",71310,"Address County Name"
"000050",72138,"Country Code"
"000606",74266,"Latitude"
"000607",74289,"Longitude"
"001209",75216,"County ANSI Code"
"001928",75217,"Do Not Publish Indicator"
"000280",71320,"Telephone Number Type"
"000219",71321,"Primary Telephone Number Indicator"
"000279",71319,"Telephone Number"
"001928",75219,"Do Not Publish Indicator"
"001927",75220,"Telephone Number Listed Status"
"000089",71317,"Electronic Mail Address Type"
"000088",71315,"Electronic Mail Address"
"001928",75218,"Do Not Publish Indicator"
"000033",71322,"Birthdate"
"000255",71323,"Sex"
"000016",71324,"American Indian or Alaska Native"
"000020",71325,"Asian"
"000034",71326,"Black or African American"
"000192",71327,"Native Hawaiian or Other Pacific Islander"
"000301",71328,"White"
"000144",71329,"Hispanic or Latino Ethnicity"
"001640",74311,"Military Branch"
"000973",75157,"Demographic Race Two or More Races"
"000051",75221,"Country of Birth Code"
"001657",75222,"Tribal Affiliation"
"001944",75463,"Federal Race and Ethnicity Declined"
"001947",75464,"First Generation College Student"
"001943",75465,"Race"
"000200",73981,"Number of Credits Earned"
"000141",71343,"Highest Level of Education Completed"
"000081",71336,"Diploma or Credential Award Date"
"000138",71335,"High School Diploma Type"
"000713",74721,"High School Diploma Distinction Type"
"000001",74724,"Academic Award Date"
"000002",73043,"Academic Award Level Conferred"
"000003",74725,"Academic Award Title"
"001317",74730,"Credit Hours Applied Other Program"
"000783",72841,"Professional or Technical Credential Conferred"
"000625",74729,"Program Identifier"
"001641",74732,"DQP Categories of Learning"
"001616",74731,"Postsecondary Program Level"
"000043",74726,"Classification of Instructional Program Code"
"000044",74727,"Classification of Instructional Program Use"
"000045",74728,"Classification of Instructional Program Version"
"002026",75983,"Projected High School Diploma Type"
"001314",74125,"Course Number"
"000151",71331,"IDEA Indicator"
"000577",71332,"Disability Status"
"001321",74760,"Disability Determination Source Type"
"000775",71279,"Low-income Status"
"000776",71280,"Dislocated Worker Status"
"000777",71281,"Public Assistance Status"
"000778",71282,"Rural Residency Status"
"000580",71330,"Single Parent or Single Pregnant Woman Status"
"000084",71345,"Career-Technical-Adult Education Displaced Homemaker Indicator"
"001930",75229,"Out of Workforce Indicator"
"001064",71713,"Employment NAICS Code"
"000987",71712,"Employed While Enrolled"
"000988",71711,"Employed After Exit"
"000346",73703,"Employment Start Date"
"000795",73698,"Employment End Date"
"001946",75469,"Role"
"001077",71285,"Adult Education Instructional Program Type"
"000782",71286,"Adult Education Special Program Type"
"000779",71283,"Adult Educational Functioning Level at Intake"
"000780",71284,"Adult Educational Functioning Level at Posttest"
"000784",71288,"Adult Education Postsecondary Transition Action"
"001081",71289,"Adult Education Postsecondary Transition Date"
"000324",71333,"Enrollment Date"
"000107",71334,"Enrollment Exit Date"
"001079",71287,"Goals for Attending Adult Education"
"000790",71294,"Proxy Contact Hours"
"001288",73077,"Career Cluster"
"001291",73085,"Career Pathways Program Participation Indicator"
"001584",74043,"Career Pathways Program Participation Start Date"
"001583",74038,"Career Pathways Program Participation Exit Date"
"001297",73092,"Correctional Education Reentry Services Participation Indicator"
"001296",73091,"Correctional Education Facility Type"
"000100",73157,"Entry Grade Level"
"001210",73158,"Exit Grade Level"
"000362",73230,"Instructional Activity Hours Completed"
"001922",75227,"Program Entry Reason"
"001955",75471,"Adult Education Credential Attainment Employed Indicator"
"001956",75472,"Adult Education Credential Attainment Postsecondary Credential Indicator"
"001954",75473,"Adult Education Credential Attainment Postsecondary Enrollment Indicator"
"001939",75474,"Adult Education Program Exit Reason"
"000323",75475,"Application Date"
"001946",75476,"Role"
"001940",75477,"WIOA Barriers to Employment"
"001941",75478,"WIOA Career Services"
"001942",75479,"WIOA Training Services"
"000317",75223,"ISO 639-2 Language Code"
"001637",75224,"ISO 639-3 Language Code"
"001638",75225,"ISO 639-5 Language Family"
"000316",75226,"Language Type"
"000425",75228,"Person Relationship Type"
"001976",75466,"Internet Download Speed"
"001977",75467,"Internet Speed Test Date Time"
"001975",75468,"Internet Upload Speed"
"001577",75984,"Active Military Status Indicator"
"002050",75985,"Military Campaigns"
"002034",75986,"Military Country"
"002048",75987,"Military Current Rank"
"002055",75988,"Military Deployment Activity Code"
"002056",75989,"Military Deployment Activity Name"
"002052",75990,"Military Deployment Description"
"002043",75991,"Military Deployment End Date"
"002053",75992,"Military Deployment Order Description"
"002054",75993,"Military Deployment Requested By"
"002042",75994,"Military Deployment Start Date"
"002051",75995,"Military Deployment Status Code"
"002044",75996,"Military Discharge Category"
"002040",75997,"Military Discharge Date"
"002046",75998,"Military Discharge Rank"
"002037",75999,"Military Duties"
"002036",76000,"Military Expertise"
"002047",76001,"Military Highest Rank"
"002049",76002,"Military Honors"
"002039",76003,"Military Induction Date"
"002045",76004,"Military Induction Rank"
"002035",76005,"Military Occupational Specialties "
"002041",76006,"Military Release Date"
"002038",76007,"Military Service Locations"
"002114",76008,"Military Service Number"
"001578",76009,"Military Veteran Status Indicator"
"002057",76010,"National Guard Indicator"
"000115",71299,"First Name"
"000184",71301,"Middle Name"
"000172",71303,"Last or Surname"
"000121",72039,"Generation Code or Suffix"
"000212",72040,"Personal Title or Prefix"
"001514",73638,"Other First Name"
"001515",73654,"Other Middle Name"
"001513",73622,"Other Last Name"
"000206",72041,"Other Name"
"000634",72042,"Other Name Type"
"001070",71337,"Staff Member Identifier"
"001074",71338,"Staff Member Identification System"
"000618",72222,"Personal Information Verification"
"001945",75462,"Personal Information Type"
"000722",72043,"Address Type for Staff"
"000269",71305,"Address Street Number and Name"
"000019",71307,"Address Apartment Room or Suite Number"
"000040",71309,"Address City"
"000267",71313,"State Abbreviation"
"000214",71439,"Address Postal Code"
"000190",71311,"Address County Name"
"000050",72139,"Country Code"
"000606",74267,"Latitude"
"000607",74290,"Longitude"
"001209",75201,"County ANSI Code"
"001928",75202,"Do Not Publish Indicator"
"000280",72044,"Telephone Number Type"
"000219",72045,"Primary Telephone Number Indicator"
"000279",72046,"Telephone Number"
"001928",75204,"Do Not Publish Indicator"
"001927",75205,"Telephone Number Listed Status"
"000089",71318,"Electronic Mail Address Type"
"000088",71316,"Electronic Mail Address"
"001928",75203,"Do Not Publish Indicator"
"001085",71293,"Adult Education Certification Type"
"000141",73212,"Highest Level of Education Completed"
"000069",75457,"Credential Expiration Date"
"000788",71292,"Years of Prior Adult Education Teaching Experience"
"000786",71290,"Adult Education Staff Classification"
"001083",71291,"Adult Education Staff Employment Status"
"000346",73155,"Employment Start Date"
"000795",73153,"Employment End Date"
"000143",73213,"Hire Date"
"000620",75209,"Employment Separation Reason"
"001946",75461,"Role"
"001076",73059,"Adult Education Service Provider Identifier"
"000781",73060,"Adult Education Service Provider Identification System"
"000141",74748,"Highest Level of Education Completed"
"000191",74734,"Name of Institution"
"001487",74752,"Short Name of Organization"
"000818",74750,"Higher Education Institution Accreditation Status"
"000342",74736,"Degree or Certificate Title or Subject"
"000343",74738,"Degree or Certificate Type"
"000344",74740,"Degree or Certificate Conferring Date"
"000816",74742,"Number of School-age Education Postsecondary Credit Hours"
"000793",74744,"Staff Education Entry Date"
"000794",74746,"Staff Education Withdrawal Date"
"001607",74754,"Education Verification Method"
"000051",75206,"Country of Birth Code"
"001640",75207,"Military Branch"
"001657",75208,"Tribal Affiliation"
"000033",75458,"Birthdate"
"001947",75459,"First Generation College Student"
"001943",75460,"Race"
"000317",75210,"ISO 639-2 Language Code"
"001637",75211,"ISO 639-3 Language Code"
"001638",75212,"ISO 639-5 Language Family"
"000316",75213,"Language Type"
"000425",75214,"Person Relationship Type"
"000777",75215,"Public Assistance Status"
"001577",75956,"Active Military Status Indicator"
"002050",75957,"Military Campaigns"
"002034",75958,"Military Country"
"002048",75959,"Military Current Rank"
"002055",75960,"Military Deployment Activity Code"
"002056",75961,"Military Deployment Activity Name"
"002052",75962,"Military Deployment Description"
"002043",75963,"Military Deployment End Date"
"002053",75964,"Military Deployment Order Description"
"002054",75965,"Military Deployment Requested By"
"002042",75966,"Military Deployment Start Date"
"002051",75967,"Military Deployment Status Code"
"002044",75968,"Military Discharge Category"
"002040",75969,"Military Discharge Date"
"002046",75970,"Military Discharge Rank"
"002037",75971,"Military Duties"
"002036",75972,"Military Expertise"
"002047",75973,"Military Highest Rank"
"002049",75974,"Military Honors"
"002039",75975,"Military Induction Date"
"002045",75976,"Military Induction Rank"
"002035",75977,"Military Occupational Specialties "
"002041",75978,"Military Release Date"
"002038",75979,"Military Service Locations"
"002114",75980,"Military Service Number"
"001578",75981,"Military Veteran Status Indicator"
"002057",75982,"National Guard Indicator"
"000978",74665,"Course Section Identifier"
"000251",74617,"Session Begin Date"
"000253",74619,"Session End Date"
"000252",74618,"Session Designator"
"001270",74659,"Session Code"
"000254",74620,"Session Type"
"001271",74660,"Session Description"
"001278",74623,"Advanced Placement Course Code"
"000517",74647,"Course Description"
"001301",74652,"Course Applicable Education Level"
"001288",74651,"Career Cluster"
"000013",74668,"Course Aligned with Standards"
"001272",74661,"Session Marking Term Indicator"
"001273",74662,"Session Scheduling Term Indicator"
"001274",74663,"Session Attendance Term Indicator"
"001298",74624,"Course Academic Grade Scale Code"
"001315",74633,"Course Section Number"
"000101",74669,"Course Section Time Required for Completion"
"000519",74639,"Class Beginning Time"
"000520",74640,"Class Ending Time"
"000521",74641,"Class Meeting Days"
"000522",74642,"Class Period"
"000523",74643,"Timetable Day Identifier"
"001655",74353,"Course Section Maximum Capacity"
"000448",74637,"Instruction Language"
"000364",74638,"Classroom Identifier"
"000524",74644,"Receiving Location of Instruction"
"000622",74649,"Classroom Position Type"
"001160",74666,"Virtual Indicator"
"001161",74667,"Course Section Instructional Delivery Mode"
"001287",74650,"Blended Learning Model Type"
"001311",74655,"Course Interaction Mode"
"000258",74621,"Course Section Single Sex Class Status"
"000328",74664,"Ability Grouping Status"
"000060",74616,"Course Grade Point Average Applicability"
"000596",74648,"Additional Credit Type"
"001302",74653,"Course Certification Description"
"001344",74656,"Family and Consumer Sciences Course Indicator"
"001413",74657,"National Collegiate Athletic Association Eligibility"
"001499",74636,"Work-based Learning Opportunity Type"
"001589",74645,"Developmental Education Type"
"001306",74654,"Course Funding Program"
"001575",74658,"Tuition Funded"
"001314",74632,"Course Number"
"001312",73513,"Course Level Type"
"001303",74625,"Course Credit Basis Type"
"001304",74626,"Course Credit Level Type"
"001307",74627,"Course Honors Type"
"001313",74631,"Course Narrative Explanation Grade"
"000065",74622,"Course Repeat Code"
"001308",74628,"Course Instruction Method"
"001309",74629,"Course Instruction Site Name"
"001310",74630,"Course Instruction Site Type"
"001420",74634,"Original Course Identifier"
"001422",74635,"Override School Course Number"
"001999",75692,"Adjusted Capacity"
"002000",75693,"Adjusted Capacity Reason Type"
"002021",76011,"Session Sequence Number"
"000055",74595,"Course Identifier"
"000056",74596,"Course Code System"
"000067",74598,"Course Title"
"001549",74612,"Course Department Name"
"000054",74601,"Course Begin Date"
"000059",74604,"Course End Date"
"000057",74602,"Course Credit Units"
"000058",74603,"Credit Value"
"000072",74611,"Credit Unit Type"
"000030",74614,"Available Carnegie Unit Credit"
"000061",74597,"Course Level Characteristic"
"000137",74615,"High School Course Requirement"
"001667",74878,"Course Repeatability Maximum Number"
"001280",74607,"Agency Course Identifier"
"000066",74605,"Course Subject Abbreviation"
"000250",74600,"School Courses for the Exchange of Data Sequence of Course"
"000231",74599,"Related Competency Definitions"
"000027",74613,"Course Section Assessment Reporting Method"
"000043",74609,"Classification of Instructional Program Code"
"000045",74610,"Classification of Instructional Program Version"
"000068",74606,"Postsecondary Course Title"
"001414",74608,"NCES College Course Map Code"
"001994",75694,"Course Level Approval Indicator"
"002115",76561,"Perkins Nontraditional Type"
"001071",74581,"Student Identifier"
"001075",74582,"Student Identification System"
"000063",74573,"Course Override School"
"000077",74576,"Degree Applicability"
"000053",74572,"Course Academic Grade"
"000200",74583,"Number of Credits Earned"
"000064",74574,"Course Quality Points Earned"
"001300",74577,"Course Add Date"
"001305",74578,"Course Drop Date"
"000124",74579,"Student Course Section Grade Earned"
"001573",74580,"Student Course Section Grade Narrative"
"002012",75695,"Enrollment Capacity"
"000182",74567,"Marking Period Name"
"001142",74568,"Student Course Section Mark Final Indicator"
"000183",74570,"Mid Term Mark"
"000124",74569,"Student Course Section Grade Earned"
"000616",74571,"Grade Value Qualifier"
"001299",74566,"Course Academic Grade Status Code"
"001070",74586,"Staff Member Identifier"
"001074",74587,"Staff Member Identification System"
"000526",74584,"Assignment Start Date"
"000527",74585,"Assignment End Date"
"000647",74589,"Teacher of Record"
"000648",74590,"Teaching Assignment Role"
"000649",74591,"Teaching Assignment Contribution Percentage"
"000622",74588,"Classroom Position Type"
"001649",74594,"Attendance Event Date"
"000601",74593,"Attendance Event Type"
"000076",74592,"Attendance Status"
"002098",76012,"Attendance Event Duration Day"
"002015",76013,"Attendance Event Duration Hours"
"002014",76014,"Attendance Event Duration Minutes"
"001288",73076,"Career Cluster"
"002059",75954,"Funding Source Amount"
"002058",75955,"Funding Source Percentage"
"000222",76536,"Exit Reason"
"000115",72465,"First Name"
"000184",72466,"Middle Name"
"000172",72467,"Last or Surname"
"000121",72468,"Generation Code or Suffix"
"000212",72891,"Personal Title or Prefix"
"001514",73637,"Other First Name"
"001515",73653,"Other Middle Name"
"001513",73621,"Other Last Name"
"000206",72892,"Other Name"
"000634",72893,"Other Name Type"
"000618",72223,"Personal Information Verification"
"001571",75006,"Person Identification System"
"001572",75007,"Person Identifier"
"001945",75688,"Personal Information Type"
"000997",72470,"Workforce Program Type"
"000998",72471,"Workforce Program Participation Start Date"
"000999",72472,"Workforce Program Participation End Date"
"001291",74031,"Career Pathways Program Participation Indicator"
"001584",74049,"Career Pathways Program Participation Start Date"
"001583",74042,"Career Pathways Program Participation Exit Date"
"001946",75689,"Role"
"001930",76533,"Out of Workforce Indicator"
"000273",76534,"Student Support Service Type"
"000780",76543,"Adult Educational Functioning Level at Posttest"
"001288",76548,"Career Cluster"
"000043",76535,"Classification of Instructional Program Code"
"001922",76554,"Program Entry Reason"
"000010",73943,"Address Type for Learner or Family"
"000269",73994,"Address Street Number and Name"
"000019",73945,"Address Apartment Room or Suite Number"
"000040",73949,"Address City"
"000267",73993,"State Abbreviation"
"000214",73986,"Address Postal Code"
"000190",73975,"Address County Name"
"000606",74273,"Latitude"
"000607",74296,"Longitude"
"001209",75444,"County ANSI Code"
"001928",75445,"Do Not Publish Indicator"
"000280",73996,"Telephone Number Type"
"000219",73987,"Primary Telephone Number Indicator"
"000279",73995,"Telephone Number"
"001928",75447,"Do Not Publish Indicator"
"001927",75448,"Telephone Number Listed Status"
"000089",73970,"Electronic Mail Address Type"
"000088",73968,"Electronic Mail Address"
"001928",75446,"Do Not Publish Indicator"
"000033",73947,"Birthdate"
"000255",73992,"Sex"
"000016",73944,"American Indian or Alaska Native"
"000020",73946,"Asian"
"000034",73948,"Black or African American"
"000192",73977,"Native Hawaiian or Other Pacific Islander"
"000301",73999,"White"
"000144",73974,"Hispanic or Latino Ethnicity"
"001640",74312,"Military Branch"
"000973",75181,"Demographic Race Two or More Races"
"000051",75449,"Country of Birth Code"
"001944",75681,"Federal Race and Ethnicity Declined"
"001947",75682,"First Generation College Student"
"001943",75683,"Race"
"000584",76488,"Cohort Graduation Year"
"001576",76489,"Military Connected Student Indicator"
"000730",76490,"Standard Occupational Classification"
"000196",76491,"Visa Type"
"001940",76492,"WIOA Barriers to Employment"
"000200",73983,"Number of Credits Earned"
"000727",76470,"Academic Term Designator"
"000726",76471,"Academic Year Designator"
"000036",76472,"Career and Technical Education Completer"
"001289",76473,"Career Education Plan Date"
"001290",76474,"Career Education Plan Type"
"000056",76475,"Course Code System"
"000055",76476,"Course Identifier"
"000065",76477,"Course Repeat Code"
"000067",76478,"Course Title"
"000072",76479,"Credit Unit Type"
"000074",76480,"Credits Earned Cumulative"
"000344",76481,"Degree or Certificate Conferring Date"
"000342",76482,"Degree or Certificate Title or Subject"
"000343",76483,"Degree or Certificate Type"
"000125",76484,"Grade Level When Course Taken"
"000141",76485,"Highest Level of Education Completed"
"000586",76486,"Postsecondary Enrollment Action"
"000081",73966,"Diploma or Credential Award Date"
"000138",74720,"High School Diploma Type"
"000713",74723,"High School Diploma Distinction Type"
"000001",74696,"Academic Award Date"
"000002",74687,"Academic Award Level Conferred"
"000003",74688,"Academic Award Title"
"001317",74686,"Credit Hours Applied Other Program"
"000783",74693,"Professional or Technical Credential Conferred"
"000625",74692,"Program Identifier"
"001616",74694,"Postsecondary Program Level"
"001641",74695,"DQP Categories of Learning"
"000043",74689,"Classification of Instructional Program Code"
"000044",74690,"Classification of Instructional Program Use"
"000045",74691,"Classification of Instructional Program Version"
"002026",76487,"Projected High School Diploma Type"
"001064",74023,"Employment NAICS Code"
"000346",74003,"Employment Start Date"
"000795",74020,"Employment End Date"
"000987",74021,"Employed While Enrolled"
"000988",74022,"Employed After Exit"
"000730",75450,"Standard Occupational Classification"
"001946",75687,"Role"
"000620",76493,"Employment Separation Reason"
"000621",76494,"Employment Separation Type"
"000347",76495,"Employment Status"
"000143",76496,"Hire Date"
"000797",76497,"Hourly Wage"
"000796",76498,"Hours Worked Per Week"
"000213",76499,"Position Title"
"000798",76500,"Wage Collection Code"
"000819",76501,"Wage Verification Code"
"001498",76502,"Weeks Employed Per Year"
"000783",74018,"Professional or Technical Credential Conferred"
"000317",75451,"ISO 639-2 Language Code"
"001637",75452,"ISO 639-3 Language Code"
"001638",75453,"ISO 639-5 Language Family"
"000316",75454,"Language Type"
"000425",75455,"Person Relationship Type"
"000777",75456,"Public Assistance Status"
"001929",76530,"Awaiting Foster Care Status"
"000776",76531,"Dislocated Worker Status"
"000775",76532,"Low-income Status"
"001936",76555,"Internet Access Type In Residence"
"001976",75684,"Internet Download Speed"
"001977",75685,"Internet Speed Test Date Time"
"001975",75686,"Internet Upload Speed"
"001577",76503,"Active Military Status Indicator"
"002050",76504,"Military Campaigns"
"002034",76505,"Military Country"
"002048",76506,"Military Current Rank"
"002055",76507,"Military Deployment Activity Code"
"002056",76508,"Military Deployment Activity Name"
"002052",76509,"Military Deployment Description"
"002043",76510,"Military Deployment End Date"
"002053",76511,"Military Deployment Order Description"
"002054",76512,"Military Deployment Requested By"
"002042",76513,"Military Deployment Start Date"
"002051",76514,"Military Deployment Status Code"
"002044",76515,"Military Discharge Category"
"002040",76516,"Military Discharge Date"
"002046",76517,"Military Discharge Rank"
"002037",76518,"Military Duties"
"002036",76519,"Military Expertise"
"002047",76520,"Military Highest Rank"
"002049",76521,"Military Honors"
"002039",76522,"Military Induction Date"
"002045",76523,"Military Induction Rank"
"002035",76524,"Military Occupational Specialties "
"002041",76525,"Military Release Date"
"002038",76526,"Military Service Locations"
"002114",76527,"Military Service Number"
"001578",76528,"Military Veteran Status Indicator"
"002057",76529,"National Guard Indicator"
"001064",71514,"Employment NAICS Code"
"000992",72461,"Employment Record Reference Period Start Date"
"000993",72462,"Employment Record Reference Period End Date"
"000990",72459,"Employment Location"
"001342",73152,"Employed Prior to Enrollment"
"000987",72456,"Employed While Enrolled"
"000988",72457,"Employed After Exit"
"001412",73292,"Military Enlistment After Exit"
"000991",72460,"Person Employed in Multiple Jobs Count"
"000994",72463,"Employment Record Administrative Data Source"
"000989",72458,"Quarterly Earnings"
"001571",75004,"Person Identification System"
"001572",75005,"Person Identifier"
"001938",75690,"Cohort Median Earnings"
"000019",76460,"Address Apartment Room or Suite Number"
"000827",76466,"Organization Identification System"
"000040",76461,"Address City"
"000826",76467,"Organization Identifier"
"000190",76462,"Address County Name"
"000204",76468,"Organization Name"
"000214",76463,"Address Postal Code"
"001156",76469,"Organization Type"
"001066",76464,"Address Type for Organization"
"000267",76465,"State Abbreviation"
"000903",71363,"Goal Description"
"001165",73887,"Goal Start Date"
"001166",73885,"Goal End Date"
"000902",71362,"Goal Success Criteria"
"001557",73866,"Learner Action Actor Identifier"
"000935",71394,"Learner Action Value"
"000934",71393,"Learner Action Type"
"000937",71396,"Learner Action Date Time"
"001559",73875,"Learner Action Object Identifier"
"001558",73872,"Learner Action Object Description"
"001560",73878,"Learner Action Object Type"
"000939",71398,"Learner Activity Title"
"000940",71399,"Learner Activity Description"
"000943",71402,"Learner Activity Creation Date"
"000950",71409,"Learner Activity Release Date"
"000942",71401,"Learner Activity Type"
"000941",71400,"Learner Activity Prerequisite"
"000938",71397,"Learner Activity Language"
"000945",71404,"Learner Activity Maximum Time Allowed Unit"
"000944",71403,"Learner Activity Maximum Time Allowed"
"000948",71407,"Learner Activity Maximum Attempts Allowed"
"000947",71406,"Learner Activity Due Time"
"000946",71405,"Learner Activity Due Date"
"000952",71411,"Learner Activity Possible Points"
"000951",71410,"Learner Activity Weight"
"000953",71412,"Learner Activity Rubric URL"
"000949",71408,"Learner Activity Add to Grade Book Flag"
"001067",71178,"Assessment Identifier"
"000365",71179,"Assessment Identification System"
"000981",71433,"Assessment GUID"
"000028",71176,"Assessment Title"
"000931",71390,"Assessment Short Name"
"000933",71392,"Assessment Family Short Name"
"000932",71391,"Assessment Family Title"
"001006",71445,"Assessment Provider"
"001544",73815,"Assessment Revision Date"
"000029",71177,"Assessment Type"
"000382",71182,"Assessment Objective"
"000026",71175,"Assessment Purpose"
"000177",71180,"Assessment Level for Which Designed"
"000021",71174,"Assessment Academic Subject"
"000415",71184,"Assessment Type Administered"
"001000",71509,"Assessment Early Learning Developmental Domain"
"000369",71181,"Assessment Score Metric Type"
"000317",71597,"ISO 639-2 Language Code"
"001637",74216,"ISO 639-3 Language Code"
"001638",74223,"ISO 639-5 Language Family"
"001995",75696,"Assessment Type Administered to English Learners"
"001535",73779,"Assessment Form GUID"
"000024",71191,"Assessment Form Name"
"000366",71192,"Assessment Form Number"
"001532",73771,"Assessment Form Adaptive Indicator"
"001533",73772,"Assessment Form Algorithm Identifier"
"001534",73777,"Assessment Form Algorithm Version"
"000021",71772,"Assessment Academic Subject"
"001185",72487,"Assessment Form Accommodation List"
"001187",71555,"Assessment Form Intended Administration End Date"
"001188",71556,"Assessment Form Platforms Supported"
"001183",72484,"Assessment Form Version"
"001089",71512,"Assessment Language"
"000177",73793,"Assessment Level for Which Designed"
"000384",73743,"Assessment Secure Indicator"
"001186",71554,"Intended Administration Start Date"
"001184",72485,"Learning Resource Published Date"
"001191",71559,"Assessment Form Section Identifier"
"001190",71558,"Identification System for Assessment Form Section"
"000980",71432,"Assessment Form Section GUID"
"001533",73775,"Assessment Form Algorithm Identifier"
"000021",71776,"Assessment Academic Subject"
"000979",71431,"Assessment Form Section Sequence Number"
"001189",71557,"Assessment Form Section Version"
"001192",71560,"Assessment Form Section Time Limit"
"001193",71561,"Assessment Form Section Sealed"
"001194",71562,"Assessment Form Section Reentry"
"001184",72486,"Learning Resource Published Date"
"001536",74116,"Assessment Form Section Item Field Test Indicator"
"001010",71449,"Assessment Form Subtest Item Weight Correct"
"001012",71450,"Assessment Form Subtest Item Weight Incorrect"
"001013",71451,"Assessment Form Subtest Item Weight Not Attempted"
"000630",71202,"Assessment Item Identifier"
"000390",71193,"Assessment Item Type"
"001181",72480,"Assessment Item Bank Identifier"
"001182",72482,"Assessment Item Bank Name"
"001263",72116,"Assessment Item Release Status"
"000021",72114,"Assessment Academic Subject"
"001122",71782,"NAEP Aspects of Reading"
"001088",71511,"NAEP Mathematical Complexity Level"
"000177",73795,"Assessment Level for Which Designed"
"001261",72111,"Assessment Item Linking Item Indicator"
"001267",72124,"Assessment Item Body Text"
"001268",72126,"Assessment Item Stimulus"
"000391",71194,"Assessment Item Difficulty"
"000398",71196,"Assessment Item Distractor Analysis"
"000400",71197,"Assessment Item Stem"
"000403",71198,"Assessment Item Allotted Time"
"000906",71366,"Assessment Item Text Complexity Value"
"000907",71367,"Assessment Item Text Complexity System"
"000708",71204,"Assessment Item Minimum Score"
"000707",71203,"Assessment Item Maximum Score"
"000969",72855,"Assessment Item Response Security Issue"
"000905",71365,"Assessment Item Possible Response Sequence Number"
"000908",71368,"Assessment Item Possible Response Value"
"001269",72128,"Assessment Item Possible Response Option"
"001217",71628,"Assessment Item Possible Response Correct Indicator"
"000904",71364,"Assessment Item Possible Response Feedback Message"
"000959",71418,"Assessment Item Response Start Date"
"000958",71417,"Assessment Item Response Start Time"
"000957",71416,"Assessment Item Response First Attempt Duration"
"000402",71920,"Assessment Item Response Duration"
"000406",71223,"Assessment Item Response Aid Set Used"
"000393",71919,"Assessment Item Response Choice Pattern"
"000955",71414,"Assessment Item Response Hint Count"
"000956",71415,"Assessment Item Response Hint Included Answer"
"000405",71222,"Assessment Item Response Status"
"001063",71504,"Assessment Item Response Value"
"001538",73790,"Assessment Item Response Score Status"
"000724",71226,"Assessment Item Response Score Value"
"000573",71225,"Proficiency Status"
"000954",71413,"Assessment Item Response Scaffolding Item Flag"
"000891",72342,"Assessment Item Response Descriptive Feedback"
"001537",73786,"Assessment Item Response Descriptive Feedback Date"
"001545",73817,"Assessment Result Descriptive Feedback Date Time"
"001251",72092,"Assessment Item Response Theory Parameter A"
"001252",72094,"Assessment Item Response Theory Parameter B"
"001253",72096,"Assessment Item Response Theory Parameter Difficulty Category"
"001254",72098,"Assessment Item Response Theory Parameter C"
"001255",72100,"Assessment Item Response Theory Parameter D1"
"001256",72102,"Assessment Item Response Theory Parameter D2"
"001257",72104,"Assessment Item Response Theory Parameter D3"
"001258",72106,"Assessment Item Response Theory Parameter D4"
"001259",72108,"Assessment Item Response Theory Parameter D5"
"001260",72110,"Assessment Item Response Theory Parameter D6"
"001262",73026,"Assessment Item Response Theory Point Biserial Correlation Value"
"001264",72118,"Assessment Item Response Theory DIF Value"
"001265",72120,"Assessment Item Response Theory Kappa Value"
"001266",72122,"Assessment Item Response Theory Kappa Algorithm"
"001102",71520,"Assessment Item Body Custom Interaction XML"
